right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,left href 3,right 25,right 26
363,Roland Sallai,https://fbref.com/en/players/bf075f6b/Roland-Sallai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,27-050,1997,3.0,102,23,1,13,55,37,8,6,5,5,102,,86,3,50.0,2,33.3,,670,332,80,12,https://fbref.com/en/players/bf075f6b/matchlogs/2024/possession/Roland-Sallai-Match-Logs,8,5
364,Lazar Samardzic,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,22-138,2002,0.6,25,0,2,12,11,25,1,3,0,,33.3,,14,2,66.7,74,16,0,1,2,16,0,https://fbref.com/en/players/217c93a1/matchlogs/2024/possession/Lazar-Samardzic-Match-Logs,0,0
365,Leroy Sané,https://fbref.com/en/players/2b114be3/Leroy-Sane,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-182,1996,2.3,99,0,14,22,67,10,99,15,23,4,5,,63,33.3,8,53.3,439,,240,5,80,6,https://fbref.com/en/players/2b114be3/matchlogs/2024/possession/Leroy-Sane-Match-Logs,1,2
366,Leo Sauer,https://fbref.com/en/players/4c53a688/Leo-Sauer,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,18-208,2005,0.1,5,0,5,5,1,19,12,1,0,0.0,1,100.0,4,3,0,0,,0,,0,4,0,https://fbref.com/en/players/4c53a688/matchlogs/2024/possession/Leo-Sauer-Match-Logs,0,0
367,Gianluca Scamacca,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-192,1999,2.8,66,0,1,5,31,30,7,43,0,0,66,,46,211,92,1,1,0,3,1,,11,https://fbref.com/en/players/8790f988/matchlogs/2024/possession/Gianluca-Scamacca-Match-Logs,,
368,András Schäfer,https://fbref.com/en/players/049751d7/Andras-Schafer,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,25-089,1999,3.0,163,4,17,54,76,35,5,8,4,2,163,,111,4,50.0,4,50.0,,660,240,109,5,https://fbref.com/en/players/049751d7/matchlogs/2024/possession/Andras-Schafer-Match-Logs,9,3
369,Fabian Schär,https://fbref.com/en/players/c8aa95da/Fabian-Schar,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-204,1991,5.3,322,7,49,140,156,29,6,3,3,4,322,,201,1,33.3,2,66.7,,966,436,223,4,https://fbref.com/en/players/c8aa95da/matchlogs/2024/possession/Fabian-Schar-Match-Logs,6,3
370,Patrik Schick,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-169,1996,1.4,53,0,5,10,15,28,7,3,0.0,6,53,,29,3,100.0,153,62,,2,2,35,1,https://fbref.com/en/players/5d4f7d61/matchlogs/2024/possession/Patrik-Schick-Match-Logs,2,2
371,Nico Schlotterbeck,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,24-223,1999,1.3,102,0,13,40,56,7,2,42,0,0,102,,64,211,141,1,2,0,1,1,,1,https://fbref.com/en/players/34e12499/matchlogs/2024/possession/Nico-Schlotterbeck-Match-Logs,,
372,Kasper Schmeichel,https://fbref.com/en/players/53af52f3/Kasper-Schmeichel,GK,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,37-249,1986,4.0,120,0,103,120,120,341,219,72,0,0,0,,58,0,0,0,,0,,0,,0,https://fbref.com/en/players/53af52f3/matchlogs/2024/possession/Kasper-Schmeichel-Match-Logs,0,0
373,Romano Schmid,https://fbref.com/en/players/220ace7e/Romano-Schmid,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,24-166,2000,1.6,90,11,1,13,34,43,4,4,6,2,90,,55,2,50.0,1,25.0,,240,103,53,3,https://fbref.com/en/players/220ace7e/matchlogs/2024/possession/Romano-Schmid-Match-Logs,3,1
374,Jerdy Schouten,https://fbref.com/en/players/2cfae697/Jerdy-Schouten,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,27-181,1997,5.6,356,0,15,65,226,66,6,6,0.0,11,356,,245,6,100.0,835,349,,7,4,269,2,https://fbref.com/en/players/2cfae697/matchlogs/2024/possession/Jerdy-Schouten-Match-Logs,3,1
375,Ivan Schranz,https://fbref.com/en/players/7e277e7c/Ivan-Schranz,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,30-302,1993,3.7,114,0,9,22,43,49,9,1,,0.0,114,100.0,67,1,333,168,5,,3,1,79,3,https://fbref.com/en/players/7e277e7c/matchlogs/2024/possession/Ivan-Schranz-Match-Logs,1,16
376,Taulant Seferi,https://fbref.com/en/players/fdd6cad9/Taulant-Seferi,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-239,1996,1.0,31,0,2,11,16,6,1,22,0,0,31,,19,104,55,2,1,0,2,3,,,https://fbref.com/en/players/fdd6cad9/matchlogs/2024/possession/Taulant-Seferi-Match-Logs,,0
377,Nicolas Seiwald,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald,MF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-068,2001,4.0,281,0,14,59,168,54,1,2,,,281,50.0,181,1,1,623,297,,3,5,190,6,https://fbref.com/en/players/28c6e925/matchlogs/2024/possession/Nicolas-Seiwald-Match-Logs,2,5
378,Nélson Semedo,https://fbref.com/en/players/d04b94db/Nelson-Semedo,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,30-238,1993,1.1,67,0,1,8,20,40,1,3,0,17,67,,41,1,33.3,2,66.7,,291,184,49,6,https://fbref.com/en/players/d04b94db/matchlogs/2024/possession/Nelson-Semedo-Match-Logs,7,4
379,Benjamin Šeško,https://fbref.com/en/players/3260690c/Benjamin-Sesko,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,21-041,2003,4.0,113,21,5,14,61,40,5,14,4,5,113,,48,4,28.6,9,64.3,,320,134,74,3,https://fbref.com/en/players/3260690c/matchlogs/2024/possession/Benjamin-Sesko-Match-Logs,5,1
380,Petr Ševčík,https://fbref.com/en/players/d4232ba9/Petr-Sevcik,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,30-068,1994,0.2,29,0,3,17,11,2,29,22,0,0,139,,24,108,3,2,1,0,1,,,,https://fbref.com/en/players/d4232ba9/matchlogs/2024/possession/Petr-Sevcik-Match-Logs,0,0
381,Stephan El Shaarawy,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,31-258,1992,0.5,16,0,2,6,3,7,2,1,0,0.0,16,0.0,11,108,67,1,2,0,2,,11,,https://fbref.com/en/players/d3aaad90/matchlogs/2024/possession/Stephan-El-Shaarawy-Match-Logs,0,0
382,Lawrence Shankland,https://fbref.com/en/players/63b1a176/Lawrence-Shankland,FW,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-336,1995,0.3,18,0,1,2,5,11,1,1,0,0.0,18,100.0,9,1,46,11,1,0,1,1,9,1,https://fbref.com/en/players/63b1a176/matchlogs/2024/possession/Lawrence-Shankland-Match-Logs,,
383,Mykola Shaparenko,https://fbref.com/en/players/17e3e467/Mykola-Shaparenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-281,1998,2.4,147,,3,33,87,27,3,2,,5,147,50.0,110,1,1,470,248,,8,3,118,1,https://fbref.com/en/players/17e3e467/matchlogs/2024/possession/Mykola-Shaparenko-Match-Logs,3,2
384,Xherdan Shaqiri,https://fbref.com/en/players/6421ec64/Xherdan-Shaqiri,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-275,1991,0.8,40,0,3,16,22,40,1,2,0,,1,50.0,26,100,58,1,2,0,4,,26,,https://fbref.com/en/players/6421ec64/matchlogs/2024/possession/Xherdan-Shaqiri-Match-Logs,0,0
385,Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-365,1995,1.0,69,0,2,12,42,15,1,40,0,0,69,,49,210,77,1,2,0,1,6,,,https://fbref.com/en/players/9c94165b/matchlogs/2024/possession/Luke-Shaw-Match-Logs,,0
386,Vincent Sierro,https://fbref.com/en/players/92ffb8f9/Vincent-Sierro,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,28-277,1995,0.4,32,0,4,8,15,9,32,1,0,0.0,1,100.0,14,95,36,1,,0,,0,21,0,https://fbref.com/en/players/92ffb8f9/matchlogs/2024/possession/Vincent-Sierro-Match-Logs,0,0
387,António Silva,https://fbref.com/en/players/8f0435c7/Antonio-Silva,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,20-255,2003,0.8,71,0,2,11,47,14,2,50,0,0,71,,54,234,155,1,5,0,1,,,,https://fbref.com/en/players/8f0435c7/matchlogs/2024/possession/Antonio-Silva-Match-Logs,0,0
388,Bernardo Silva,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-336,1994,4.7,296,47,4,25,127,144,20,5,5,3,296,,207,3,60.0,2,40.0,,1134,567,239,15,https://fbref.com/en/players/3eb22ec9/matchlogs/2024/possession/Bernardo-Silva-Match-Logs,11,4
389,Unai Simón,https://fbref.com/en/players/5dcf3e90/Unai-Simon,GK,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-030,1997,5.3,216,0,168,212,4,216,733,157,0,0,381,,126,0,0,0,,0,,0,,0,https://fbref.com/en/players/5dcf3e90/matchlogs/2024/possession/Unai-Simon-Match-Logs,0,0
390,Xavi Simons,https://fbref.com/en/players/da4d670f/Xavi-Simons,"MF,FW",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-081,2003,5.0,236,33,1,19,106,118,14,15,8,5,236,,159,4,26.7,10,66.7,,1012,576,186,20,https://fbref.com/en/players/da4d670f/matchlogs/2024/possession/Xavi-Simons-Match-Logs,16,2
391,Michał Skóraś,https://fbref.com/en/players/5a80aea3/Michal-Skoras,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,0.3,11,0,1,4,5,2,11,6,0,0,25,,6,18,1,1,,0,,0,,0,https://fbref.com/en/players/5a80aea3/matchlogs/2024/possession/Michal-Skoras-Match-Logs,0,0
392,Łukasz Skorupski,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,33-067,1991,1.0,40,0,38,40,40,65,53,11,0,0,0,,8,0,0,0,,0,,0,,0,https://fbref.com/en/players/ab4449d6/matchlogs/2024/possession/Lukasz-Skorupski-Match-Logs,0,0
393,Andreas Skov Olsen,https://fbref.com/en/players/c50cee19/Andreas-Skov-Olsen,"MF,FW",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,24-195,1999,1.4,55,0,1,9,20,26,5,2,,,55,50.0,32,1,1,213,129,,4,4,38,2,https://fbref.com/en/players/c50cee19/matchlogs/2024/possession/Andreas-Skov-Olsen-Match-Logs,4,11
394,Milan Škriniar,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-151,1995,4.3,317,0,35,142,161,14,4,3,0,,317,,205,1,33.3,1,33.3,0,1093,707,226,4,https://fbref.com/en/players/30f5ffa9/matchlogs/2024/possession/Milan-Skriniar-Match-Logs,2,1
395,Bartosz Slisz,https://fbref.com/en/players/7ee64741/Bartosz-Slisz,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-104,1999,1.2,50,0,3,14,28,9,2,19,0,0,50,,34,116,71,1,4,0,2,,,,https://fbref.com/en/players/7ee64741/matchlogs/2024/possession/Bartosz-Slisz-Match-Logs,0,0
396,Yann Sommer,https://fbref.com/en/players/420c18a1/Yann-Sommer,GK,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,35-207,1988,5.3,172,0,153,169,3,172,585,127,0,0,386,,112,0,0,0,,0,,0,,0,https://fbref.com/en/players/420c18a1/matchlogs/2024/possession/Yann-Sommer-Match-Logs,0,0
397,Deian Sorescu,https://fbref.com/en/players/15e1f59b/Deian-Sorescu,"MF,DF",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-317,1997,0.4,22,0,7,6,9,1,22,7,0,0,20,,9,9,1,2,1,0,,,,0,https://fbref.com/en/players/15e1f59b/matchlogs/2024/possession/Deian-Sorescu-Match-Logs,0,0
398,Borna Sosa,https://fbref.com/en/players/af0d79a9/Borna-Sosa,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-172,1998,0.1,3,0,1,1,1,1,3,1,0,0,10,,2,6,1,0,,0,,0,,0,https://fbref.com/en/players/af0d79a9/matchlogs/2024/possession/Borna-Sosa-Match-Logs,0,0
399,Tomáš Souček,https://fbref.com/en/players/6613c819/Tomas-Soucek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-135,1995,3.0,121,0,12,35,53,33,10,1,0,0.0,121,0.0,57,202,61,1,2,0,4,,72,,https://fbref.com/en/players/6613c819/matchlogs/2024/possession/Tomas-Soucek-Match-Logs,0,0
400,Andraž Šporar,https://fbref.com/en/players/878f0921/Andraz-Sporar,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-135,1994,3.8,96,0,5,7,48,41,9,2,,,96,50.0,40,1,1,173,75,,3,4,70,1,https://fbref.com/en/players/878f0921/matchlogs/2024/possession/Andraz-Sporar-Match-Logs,6,19
401,Nicolae Stanciu,https://fbref.com/en/players/e07c2923/Nicolae-Stanciu,"MF,FW",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-065,1993,3.9,138,0,8,19,74,46,1,4,0,3,138,,69,1,25.0,2,50.0,,294,102,90,2,https://fbref.com/en/players/e07c2923/matchlogs/2024/possession/Nicolae-Stanciu-Match-Logs,4,4
402,Jindřich Staněk,https://fbref.com/en/players/eca17cf2/Jindrich-Stanek,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-075,1996,2.6,85,0,73,85,85,211,127,41,0,0,1,,30,0,0,0,,0,,0,,0,https://fbref.com/en/players/eca17cf2/matchlogs/2024/possession/Jindrich-Stanek-Match-Logs,0,0
403,Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-100,2000,2.0,156,0,4,36,80,42,2,2,0,0.0,156,100.0,82,2,416,174,3,,1,3,110,2,https://fbref.com/en/players/7ed08d5c/matchlogs/2024/possession/Josip-Stanisic-Match-Logs,9,
404,Renato Steffen,https://fbref.com/en/players/dd669209/Renato-Steffen,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-251,1991,2,2,0.0,2,22,17,1,1,2,0,0,0,,2,0,0,0,,0,,0,,0,https://fbref.com/en/players/dd669209/matchlogs/2024/possession/Renato-Steffen-Match-Logs,0,0
405,Taras Stepanenko,https://fbref.com/en/players/ee3519f5/Taras-Stepanenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-338,1989,0.9,86,0,3,28,46,12,2,49,0,0,86,,61,150,40,1,1,0,3,,,,https://fbref.com/en/players/ee3519f5/matchlogs/2024/possession/Taras-Stepanenko-Match-Logs,0,0
406,Leonidas Stergiou,https://fbref.com/en/players/08391d76/Leonidas-Stergiou,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-130,2002,0.5,25,0,5,14,9,2,25,6,0,0,11,,7,1,3,1,,0,,0,,0,https://fbref.com/en/players/08391d76/matchlogs/2024/possession/Leonidas-Stergiou-Match-Logs,0,0
407,Petar Stojanović,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-278,1995,3.5,147,9,3,33,68,51,7,13,5,5,147,,80,4,30.8,9,69.2,,650,225,87,7,https://fbref.com/en/players/13b44b02/matchlogs/2024/possession/Petar-Stojanovic-Match-Logs,6,2
408,John Stones,https://fbref.com/en/players/5eecec3d/John-Stones,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-044,1994,6.7,550,0,46,203,342,10,1,2,0,0.0,550,50.0,412,1,2107,1094,4,0,2,1,463,,https://fbref.com/en/players/5eecec3d/matchlogs/2024/possession/John-Stones-Match-Logs,,0
409,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,GK,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-114,1995,3.0,99,0,89,99,99,319,240,54,0,0,0,,38,0,0,0,,0,,0,,0,https://fbref.com/en/players/339fe0e8/matchlogs/2024/possession/Thomas-Strakosha-Match-Logs,0,0
410,Dávid Strelec,https://fbref.com/en/players/2cb9486d/David-Strelec,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,23-098,2001,2.0,61,0,1,4,32,26,9,5,0,,61,,32,2,40.0,2,40.0,0,102,20,39,4,https://fbref.com/en/players/2cb9486d/matchlogs/2024/possession/David-Strelec-Match-Logs,2,6
411,Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-105,2000,0.7,31,0,10,20,2,31,98,21,0,0,20,,20,1,1,0,,0,,0,,0,https://fbref.com/en/players/e96d5560/matchlogs/2024/possession/Callum-Styles-Match-Logs,0,0
412,Luka Sučić,https://fbref.com/en/players/1e1378e1/Luka-Sucic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-307,2002,1.6,97,0,7,50,40,5,97,4,0,,3,,67,75.0,1,25.0,490,0,257,6,78,4,https://fbref.com/en/players/1e1378e1/matchlogs/2024/possession/Luka-Sucic-Match-Logs,1,5
413,Heorhiy Sudakov,https://fbref.com/en/players/a793f5a8/Heorhiy-Sudakov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,2.9,146,11,4,33,69,46,2,5,2,6,146,,103,3,60.0,2,40.0,,606,281,115,6,https://fbref.com/en/players/a793f5a8/matchlogs/2024/possession/Heorhiy-Sudakov-Match-Logs,8,2
414,Pavel Šulc,https://fbref.com/en/players/e9b893af/Pavel-Sulc,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-195,2000,0.9,24,0,2,9,7,8,1,10,0,0,24,,8,68,36,3,2,0,1,2,,2,https://fbref.com/en/players/e9b893af/matchlogs/2024/possession/Pavel-Sulc-Match-Logs,,
415,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,22-034,2002,1.4,75,10,2,11,26,39,1,9,3,2,75,,47,3,33.3,5,55.6,,262,158,48,6,https://fbref.com/en/players/83fe71b8/matchlogs/2024/possession/Tomas-Suslov-Match-Logs,1,2
416,Josip Šutalo,https://fbref.com/en/players/33a6a650/Josip-Sutalo,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-134,2000,3.0,235,0,34,102,128,6,1,3,0.0,,235,,129,3,100.0,559,319,0,1,2,174,2,https://fbref.com/en/players/33a6a650/matchlogs/2024/possession/Josip-Sutalo-Match-Logs,0,0
417,Oleksandr Svatok,https://fbref.com/en/players/b70be510/Oleksandr-Svatok,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,29-288,1994,0.9,32,0,10,23,9,32,41,15,0,0,7,,17,0,0,0,,0,,0,,0,https://fbref.com/en/players/b70be510/matchlogs/2024/possession/Oleksandr-Svatok-Match-Logs,0,0
418,Karol Świderski,https://fbref.com/en/players/41723204/Karol-Swiderski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-170,1997,1.0,25,0,6,8,11,1,25,2,0,0.0,2,100.0,10,48,6,2,1,0,6,,18,,https://fbref.com/en/players/41723204/matchlogs/2024/possession/Karol-Swiderski-Match-Logs,0,0
419,Serhiy Sydorchuk,https://fbref.com/en/players/c71e97ba/Serhiy-Sydorchuk,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,33-070,1991,0.1,3,0,1,2,1,3,12,1,0,0,11,,3,1,0,0,,0,,0,,0,https://fbref.com/en/players/c71e97ba/matchlogs/2024/possession/Serhiy-Sydorchuk-Match-Logs,0,0
420,Attila Szalai,https://fbref.com/en/players/50ff205b/Attila-Szalai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,26-173,1998,1.1,74,0,5,27,41,6,1,1,0,0.0,74,0.0,48,179,98,3,1,0,2,,46,,https://fbref.com/en/players/50ff205b/matchlogs/2024/possession/Attila-Szalai-Match-Logs,0,0
421,Wojciech Szczęsny,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,34-084,1990,2.0,74,0,64,73,1,74,262,37,0,0,190,,38,0,0,0,,0,,0,,0,https://fbref.com/en/players/01b8a2b2/matchlogs/2024/possession/Wojciech-Szczesny-Match-Logs,0,0
422,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,23-260,2000,3.0,181,10,7,30,91,63,6,12,1,4,181,,106,3,25.0,9,75.0,,489,220,100,6,https://fbref.com/en/players/934e1968/matchlogs/2024/possession/Dominik-Szoboszlai-Match-Logs,3,3
423,Sebastian Szymański,https://fbref.com/en/players/bb718263/Sebastian-Szymanski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-062,1999,1.2,56,0,14,26,17,2,56,2,0,0.0,2,100.0,24,153,74,3,2,0,2,2,33,3,https://fbref.com/en/players/bb718263/matchlogs/2024/possession/Sebastian-Szymanski-Match-Logs,,
424,Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,35-234,1988,1.7,97,0,2,9,36,52,2,2,,0.0,97,50.0,68,1,349,141,4,,5,1,74,1,https://fbref.com/en/players/2475dcc6/matchlogs/2024/possession/Dusan-Tadic-Match-Logs,3,17
425,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-151,1996,3.5,308,0,21,89,201,19,2,197,0,0,308,,248,848,534,4,1,0,1,,,,https://fbref.com/en/players/bd142efb/matchlogs/2024/possession/Jonathan-Tah-Match-Logs,0,0
426,Maksym Talovierov,https://fbref.com/en/players/6a54638e/Maksym-Talovierov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-013,2000,2,2,0.0,2,3,2,0,0,2,0,0,0,,2,0,0,0,,0,,0,,0,https://fbref.com/en/players/6a54638e/matchlogs/2024/possession/Maksym-Talovierov-Match-Logs,0,0
427,Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,24-166,2000,5.2,423,0,12,69,293,63,5,335,0,0,423,,351,1709,786,9,7,0,2,2,,5,https://fbref.com/en/players/4f255115/matchlogs/2024/possession/Aurelien-Tchouameni-Match-Logs,,
428,Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-047,2000,2.8,220,0,10,70,123,31,220,143,0,0,566,,147,327,5,4,1,0,2,4,,,https://fbref.com/en/players/df8d6029/matchlogs/2024/possession/Arthur-Theate-Match-Logs,,0
429,Marcus Thuram,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-340,1997,2.9,91,18,4,10,36,49,17,8,7,8,91,,59,4,50.0,1,12.5,,346,178,72,7,https://fbref.com/en/players/6f8cd6d0/matchlogs/2024/possession/Marcus-Thuram-Match-Logs,5,4
430,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,27-065,1997,1.6,127,0,3,17,71,39,1,74,0,0,127,,96,284,180,3,2,0,1,1,,,https://fbref.com/en/players/56f7a928/matchlogs/2024/possession/Youri-Tielemans-Match-Logs,,0
431,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-036,1997,1.5,101,0,7,54,37,11,101,66,0,0,310,,68,162,2,1,1,0,,,,0,https://fbref.com/en/players/fce2302c/matchlogs/2024/possession/Kieran-Tierney-Match-Logs,0,0
432,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-117,1996,0.5,19,0,1,2,7,10,1,6,0,0,19,,12,22,13,2,1,0,1,,,,https://fbref.com/en/players/e09f279b/matchlogs/2024/possession/Ivan-Toney-Match-Logs,0,0
433,Ferrán Torres,https://fbref.com/en/players/9e1035f8/Ferran-Torres,"FW,MF",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-133,2000,1.7,68,0,7,16,45,11,68,5,0,,5,,36,100.0,207,114,4,0.0,2,3,47,4,https://fbref.com/en/players/9e1035f8/matchlogs/2024/possession/Ferran-Torres-Match-Logs,1,15
434,Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,33-034,1991,0.3,7,0,3,4,3,7,25,5,0,0,14,,8,1,1,1,,0,,0,,0,https://fbref.com/en/players/9a104dee/matchlogs/2024/possession/Cenk-Tosun-Match-Logs,0,0
435,Gernot Trauner,https://fbref.com/en/players/9d21da85/Gernot-Trauner,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-108,1992,1.0,85,0,6,38,45,2,1,58,0,0,85,,60,298,187,1,,0,,0,,0,https://fbref.com/en/players/9d21da85/matchlogs/2024/possession/Gernot-Trauner-Match-Logs,0,0
