right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 6,right 7,right 8,right 9,right 10,right 11,right 14,right 15,right 16,right 17,right 18,left href 3,right 19
400,Andraž Šporar,https://fbref.com/en/players/878f0921/Andraz-Sporar,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-135,1994,3.8,0,0,2,6,4,5,2,5,0,13,6,31.6,0,https://fbref.com/en/players/878f0921/matchlogs/2024/misc/Andraz-Sporar-Match-Logs,
401,Nicolae Stanciu,https://fbref.com/en/players/e07c2923/Nicolae-Stanciu,"MF,FW",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-065,1993,3.9,0,0,2,4,8,1,2,7,0,1,1,,0,https://fbref.com/en/players/e07c2923/matchlogs/2024/misc/Nicolae-Stanciu-Match-Logs,0.0
402,Jindřich Staněk,https://fbref.com/en/players/eca17cf2/Jindrich-Stanek,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-075,1996,2.6,0,0,3,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/eca17cf2/matchlogs/2024/misc/Jindrich-Stanek-Match-Logs,
403,Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-100,2000,2.0,3,0,1,4,4,8,4,3,0,50.0,1,0,0,https://fbref.com/en/players/7ed08d5c/matchlogs/2024/misc/Josip-Stanisic-Match-Logs,
404,Renato Steffen,https://fbref.com/en/players/dd669209/Renato-Steffen,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-251,1991,0,0,0.0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dd669209/matchlogs/2024/misc/Renato-Steffen-Match-Logs,
405,Taras Stepanenko,https://fbref.com/en/players/ee3519f5/Taras-Stepanenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-338,1989,0.9,0,0,1,1,3,4,1,80.0,0,0,4,0,0,https://fbref.com/en/players/ee3519f5/matchlogs/2024/misc/Taras-Stepanenko-Match-Logs,
406,Leonidas Stergiou,https://fbref.com/en/players/08391d76/Leonidas-Stergiou,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-130,2002,0.5,0,0,2,2,3,,0,0,0,0,1,0,0,https://fbref.com/en/players/08391d76/matchlogs/2024/misc/Leonidas-Stergiou-Match-Logs,25.0
407,Petar Stojanović,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-278,1995,3.5,3,0,3,2,1,1,5,17,0,3,1,50.0,0,https://fbref.com/en/players/13b44b02/matchlogs/2024/misc/Petar-Stojanovic-Match-Logs,
408,John Stones,https://fbref.com/en/players/5eecec3d/John-Stones,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-044,1994,6.7,0,0,3,4,1,3,16,5,0,68.8,11,0,0,https://fbref.com/en/players/5eecec3d/matchlogs/2024/misc/John-Stones-Match-Logs,
409,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,GK,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-114,1995,3.0,0,0,1,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/339fe0e8/matchlogs/2024/misc/Thomas-Strakosha-Match-Logs,
410,Dávid Strelec,https://fbref.com/en/players/2cb9486d/David-Strelec,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,23-098,2001,2.0,0,0,3,1,1,6,4,60.0,0,0,6,0,0,https://fbref.com/en/players/2cb9486d/matchlogs/2024/misc/David-Strelec-Match-Logs,
411,Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-105,2000,0.7,1,0,1,1,1,3,3,,0,0,1,0,0,https://fbref.com/en/players/e96d5560/matchlogs/2024/misc/Callum-Styles-Match-Logs,25.0
412,Luka Sučić,https://fbref.com/en/players/1e1378e1/Luka-Sucic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-307,2002,1.6,1,0,1,1,2,1,5,1,0,,1,0,0,https://fbref.com/en/players/1e1378e1/matchlogs/2024/misc/Luka-Sucic-Match-Logs,50.0
413,Heorhiy Sudakov,https://fbref.com/en/players/a793f5a8/Heorhiy-Sudakov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,2.9,0,0,3,2,5,1,11,3,0,40.0,2,0,0,https://fbref.com/en/players/a793f5a8/matchlogs/2024/misc/Heorhiy-Sudakov-Match-Logs,
414,Pavel Šulc,https://fbref.com/en/players/e9b893af/Pavel-Sulc,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-195,2000,0.9,0,0,1,1,1,1,4,2,0,66.7,4,0,0,https://fbref.com/en/players/e9b893af/matchlogs/2024/misc/Pavel-Sulc-Match-Logs,
415,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,22-034,2002,1.4,0,0,1,3,12,1,1,6,0,1,1,,0,https://fbref.com/en/players/83fe71b8/matchlogs/2024/misc/Tomas-Suslov-Match-Logs,0.0
416,Josip Šutalo,https://fbref.com/en/players/33a6a650/Josip-Sutalo,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-134,2000,3.0,0,0,6,5,13,3,13,2,0,60.0,3,0,0,https://fbref.com/en/players/33a6a650/matchlogs/2024/misc/Josip-Sutalo-Match-Logs,
417,Oleksandr Svatok,https://fbref.com/en/players/b70be510/Oleksandr-Svatok,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,29-288,1994,0.9,0,0,2,3,1,,0,0,0,0,0,0,0,https://fbref.com/en/players/b70be510/matchlogs/2024/misc/Oleksandr-Svatok-Match-Logs,
418,Karol Świderski,https://fbref.com/en/players/41723204/Karol-Swiderski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-170,1997,1.0,0,0,2,2,1,3,1,2,0,2,1,,0,https://fbref.com/en/players/41723204/matchlogs/2024/misc/Karol-Swiderski-Match-Logs,0.0
419,Serhiy Sydorchuk,https://fbref.com/en/players/c71e97ba/Serhiy-Sydorchuk,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,33-070,1991,0.1,0,0,1,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c71e97ba/matchlogs/2024/misc/Serhiy-Sydorchuk-Match-Logs,
420,Attila Szalai,https://fbref.com/en/players/50ff205b/Attila-Szalai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,26-173,1998,1.1,3,0,2,1,1,2,2,3,0,1,1,,0,https://fbref.com/en/players/50ff205b/matchlogs/2024/misc/Attila-Szalai-Match-Logs,75.0
421,Wojciech Szczęsny,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,34-084,1990,2.0,0,0,1,1,4,,0,0,0,0,1,0,0,https://fbref.com/en/players/01b8a2b2/matchlogs/2024/misc/Wojciech-Szczesny-Match-Logs,
422,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,23-260,2000,3.0,0,0,1,2,16,2,12,5,0,0.0,1,0,0,https://fbref.com/en/players/934e1968/matchlogs/2024/misc/Dominik-Szoboszlai-Match-Logs,
423,Sebastian Szymański,https://fbref.com/en/players/bb718263/Sebastian-Szymanski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-062,1999,1.2,0,0,2,3,3,3,2,5,0,1,0,,0,https://fbref.com/en/players/bb718263/matchlogs/2024/misc/Sebastian-Szymanski-Match-Logs,0.0
424,Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,35-234,1988,1.7,1,0,1,4,14,1,2,6,0,3,1,,0,https://fbref.com/en/players/2475dcc6/matchlogs/2024/misc/Dusan-Tadic-Match-Logs,25.0
425,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-151,1996,3.5,5,0,6,2,1,4,1,10,0,3,2,62.5,0,https://fbref.com/en/players/bd142efb/matchlogs/2024/misc/Jonathan-Tah-Match-Logs,
426,Maksym Talovierov,https://fbref.com/en/players/6a54638e/Maksym-Talovierov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-013,2000,0,0,0.0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6a54638e/matchlogs/2024/misc/Maksym-Talovierov-Match-Logs,
427,Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,24-166,2000,5.2,4,0,6,4,6,5,7,18,0,3,2,57.1,0,https://fbref.com/en/players/4f255115/matchlogs/2024/misc/Aurelien-Tchouameni-Match-Logs,
428,Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-047,2000,2.8,0,0,1,2,2,2,10,5,0,58.3,7,0,0,https://fbref.com/en/players/df8d6029/matchlogs/2024/misc/Arthur-Theate-Match-Logs,
429,Marcus Thuram,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-340,1997,2.9,0,0,3,4,2,2,7,4,0,69.2,9,0,0,https://fbref.com/en/players/6f8cd6d0/matchlogs/2024/misc/Marcus-Thuram-Match-Logs,
430,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,27-065,1997,1.6,0,0,3,1,3,1,2,5,0,2,1,,0,https://fbref.com/en/players/56f7a928/matchlogs/2024/misc/Youri-Tielemans-Match-Logs,0.0
431,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-036,1997,1.5,0,0,2,2,1,4,,0,0,0,1,0,0,https://fbref.com/en/players/fce2302c/matchlogs/2024/misc/Kieran-Tierney-Match-Logs,100.0
432,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-117,1996,0.5,0,0,2,3,1,2,2,71.4,0,0,5,0,0,https://fbref.com/en/players/e09f279b/matchlogs/2024/misc/Ivan-Toney-Match-Logs,
433,Ferrán Torres,https://fbref.com/en/players/9e1035f8/Ferran-Torres,"FW,MF",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-133,2000,1.7,4,0,4,2,8,1,7,1,0,80.0,1,0,0,https://fbref.com/en/players/9e1035f8/matchlogs/2024/misc/Ferran-Torres-Match-Logs,
434,Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,33-034,1991,0.3,1,0,1,0,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/9a104dee/matchlogs/2024/misc/Cenk-Tosun-Match-Logs,100.0
435,Gernot Trauner,https://fbref.com/en/players/9d21da85/Gernot-Trauner,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-108,1992,1.0,0,0,2,1,1,6,1,,0,0,2,0,0,https://fbref.com/en/players/9d21da85/matchlogs/2024/misc/Gernot-Trauner-Match-Logs,66.7
436,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,33-296,1990,5.0,8,0,4,4,13,5,4,26,0,2,2,80.0,0,https://fbref.com/en/players/21512407/matchlogs/2024/misc/Kieran-Trippier-Match-Logs,
437,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,29-220,1994,1.9,0,0,1,4,1,3,1,13,0,,1,0,0,https://fbref.com/en/players/38ceb24a/matchlogs/2024/misc/Leandro-Trossard-Match-Logs,100.0
438,Anatolii Trubin,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-345,2001,2.0,0,0,1,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/41f0b196/matchlogs/2024/misc/Anatolii-Trubin-Match-Logs,
439,Heorhii Tsitaishvili,https://fbref.com/en/players/69986380/Heorhii-Tsitaishvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-236,2000,2.1,0,0,1,3,11,4,4,2,0,,0,0,0,https://fbref.com/en/players/69986380/matchlogs/2024/misc/Heorhii-Tsitaishvili-Match-Logs,0.0
440,Viktor Tsyhankov,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,26-239,1997,0.7,0,0,1,5,1,,0,0,0,0,0,0,0,https://fbref.com/en/players/f7e87032/matchlogs/2024/misc/Viktor-Tsyhankov-Match-Logs,
441,Ľubomír Tupta,https://fbref.com/en/players/b02af64f/Lubomir-Tupta,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-106,1998,0.1,0,0,1,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b02af64f/matchlogs/2024/misc/Lubomir-Tupta-Match-Logs,
442,Oleksandr Tymchyk,https://fbref.com/en/players/3b996663/Oleksandr-Tymchyk,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-173,1997,2.2,0,0,1,3,8,3,4,7,0,,1,0,0,https://fbref.com/en/players/3b996663/matchlogs/2024/misc/Oleksandr-Tymchyk-Match-Logs,100.0
443,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-358,1996,0.1,0,0,1,1,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/dd549382/matchlogs/2024/misc/Deniz-Undav-Match-Logs,
444,Dayot Upamecano,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-258,1998,6.3,0,0,4,3,1,6,7,1,0,22,13,4,76.5,https://fbref.com/en/players/d248cd8f/matchlogs/2024/misc/Dayot-Upamecano-Match-Logs,
445,Kacper Urbanski,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,"FW,MF",pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,19-308,2004,1.6,0,0,3,1,1,1,1,1,0,4,1,2,,https://fbref.com/en/players/2d9d9e42/matchlogs/2024/misc/Kacper-Urbanski-Match-Logs,33.3
446,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-003,1991,6.0,19,0,12,3,2,2,14,3,0,86.4,2,0,0,https://fbref.com/en/players/e06683ca/matchlogs/2024/misc/Virgil-van-Dijk-Match-Logs,
447,Vladyslav Vanat,https://fbref.com/en/players/7287ea6b/Vladyslav-Vanat,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-189,2002,0.2,0,0,1,1,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7287ea6b/matchlogs/2024/misc/Vladyslav-Vanat-Match-Logs,
448,Barnabás Varga,https://fbref.com/en/players/078a52fe/Barnabas-Varga,FW,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-168,1994,2.8,15,0,2,4,4,1,1,4,0,14,1,51.7,0,https://fbref.com/en/players/078a52fe/matchlogs/2024/misc/Barnabas-Varga-Match-Logs,
449,Ruben Vargas,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,25-341,1998,3.4,0,0,2,3,2,15,2,5,0,13,3,6,33.3,https://fbref.com/en/players/6ecbddf6/matchlogs/2024/misc/Ruben-Vargas-Match-Logs,
450,Denis Vavro,https://fbref.com/en/players/08990838/Denis-Vavro,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-092,1996,4.3,11,0,1,2,1,3,2,1,0,20,1,1,91.7,https://fbref.com/en/players/08990838/matchlogs/2024/misc/Denis-Vavro-Match-Logs,
451,Joey Veerman,https://fbref.com/en/players/18fae4ac/Joey-Veerman,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-235,1998,2.3,2,0,2,13,1,1,11,,0,0,1,0,0,https://fbref.com/en/players/18fae4ac/matchlogs/2024/misc/Joey-Veerman-Match-Logs,100.0
452,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-289,1995,3.0,0,0,1,1,2,10,7,41.7,0,0,5,0,0,https://fbref.com/en/players/a5ae8f8e/matchlogs/2024/misc/Milos-Veljkovic-Match-Logs,
453,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-083,2001,0.8,0,0,1,2,1,1,2,2,0,,1,0,0,https://fbref.com/en/players/8fe2a392/matchlogs/2024/misc/Micky-van-de-Ven-Match-Logs,33.3
454,Benjamin Verbič,https://fbref.com/en/players/2ebc1b44/Benjamin-Verbic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-227,1993,0.8,0,0,1,1,1,1,1,2,0,2,2,3,40.0,https://fbref.com/en/players/2ebc1b44/matchlogs/2024/misc/Benjamin-Verbic-Match-Logs,
455,Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen,GK,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-328,2002,6.0,0,0,1,10,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/cf134113/matchlogs/2024/misc/Bart-Verbruggen-Match-Logs,
456,Jan Vertonghen,https://fbref.com/en/players/ba23a904/Jan-Vertonghen,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,37-078,1987,3.0,6,0,2,1,2,1,8,2,0,75.0,1,0,0,https://fbref.com/en/players/ba23a904/matchlogs/2024/misc/Jan-Vertonghen-Match-Logs,
457,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,31-343,1992,4.0,14,0,4,3,4,3,18,8,0,63.6,1,0,0,https://fbref.com/en/players/1900032e/matchlogs/2024/misc/Jannik-Vestergaard-Match-Logs,
458,Žan Vipotnik,https://fbref.com/en/players/15aa23ee/Zan-Vipotnik,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,22-115,2002,0.2,2,0,1,0,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/15aa23ee/matchlogs/2024/misc/Zan-Vipotnik-Match-Logs,100.0
459,Vitinha,https://fbref.com/en/players/3b029691/Vitinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-149,2000,4.0,0,0,10,15,2,3,26,,0,0,0,0,0,https://fbref.com/en/players/3b029691/matchlogs/2024/misc/Vitinha-Match-Logs,
460,Daniel Vivian,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-362,1999,1.4,1,0,1,1,1,2,8,1,0,,1,0,0,https://fbref.com/en/players/ab7bf91d/matchlogs/2024/misc/Daniel-Vivian-Match-Logs,50.0
461,Dušan Vlahović,https://fbref.com/en/players/79443529/Dusan-Vlahovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,24-165,2000,2.0,0,0,3,1,1,2,3,40.0,0,0,2,0,0,https://fbref.com/en/players/79443529/matchlogs/2024/misc/Dusan-Vlahovic-Match-Logs,
462,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,32-157,1992,6.0,0,0,5,3,1,2,7,16,0,5,13,72.2,0,https://fbref.com/en/players/d0d8dd44/matchlogs/2024/misc/Stefan-de-Vrij-Match-Logs,
463,Kyle Walker,https://fbref.com/en/players/86dd77d1/Kyle-Walker,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,34-044,1990,6.7,0,0,4,2,1,3,5,2,0,27,5,3,62.5,https://fbref.com/en/players/86dd77d1/matchlogs/2024/misc/Kyle-Walker-Match-Logs,
464,Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-194,1995,0.4,0,0,1,4,20.0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/aed3a70f/matchlogs/2024/misc/Ollie-Watkins-Match-Logs,
465,Wout Weghorst,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,31-339,1992,1.5,11,0,5,2,2,1,1,5,0,6,1,64.7,0,https://fbref.com/en/players/c4e87b8b/matchlogs/2024/misc/Wout-Weghorst-Match-Logs,
466,Andreas Weimann,https://fbref.com/en/players/5996ffd9/Andreas-Weimann,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-341,1991,0,0,0.0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/5996ffd9/matchlogs/2024/misc/Andreas-Weimann-Match-Logs,
467,Silvan Widmer,https://fbref.com/en/players/f68b64fc/Silvan-Widmer,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-128,1993,3.3,2,0,5,1,2,4,2,1,0,7,3,5,28.6,https://fbref.com/en/players/f68b64fc/matchlogs/2024/misc/Silvan-Widmer-Match-Logs,
468,Georginio Wijnaldum,https://fbref.com/en/players/eb58eef0/Georginio-Wijnaldum,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-243,1990,0.8,0,0,2,1,,0,0,0,0,0,3,0,0,https://fbref.com/en/players/eb58eef0/matchlogs/2024/misc/Georginio-Wijnaldum-Match-Logs,100.0
469,Nico Williams,https://fbref.com/en/players/afdc14d7/Nico-Williams,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-365,2002,4.5,0,0,6,2,2,23,2,16,0,2,2,,0,https://fbref.com/en/players/afdc14d7/matchlogs/2024/misc/Nico-Williams-Match-Logs,50.0
470,Patrick Wimmer,https://fbref.com/en/players/cb11b429/Patrick-Wimmer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-042,2001,1.5,1,0,4,3,8,2,10,2,0,,2,0,0,https://fbref.com/en/players/cb11b429/matchlogs/2024/misc/Patrick-Wimmer-Match-Logs,33.3
471,Jonas Wind,https://fbref.com/en/players/2077ae86/Jonas-Wind,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-155,1999,2.1,5,0,3,4,1,1,3,5,0,50.0,1,0,0,https://fbref.com/en/players/2077ae86/matchlogs/2024/misc/Jonas-Wind-Match-Logs,
472,Florian Wirtz,https://fbref.com/en/players/e7fcf289/Florian-Wirtz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-069,2003,3.1,1,0,6,1,2,5,1,3,0,17,1,4,20.0,https://fbref.com/en/players/e7fcf289/matchlogs/2024/misc/Florian-Wirtz-Match-Logs,
473,Maximilian Wöber,https://fbref.com/en/players/4b803b3c/Maximilian-Wober,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,26-158,1998,1.9,6,0,2,3,4,3,1,12,0,5,1,54.5,0,https://fbref.com/en/players/4b803b3c/matchlogs/2024/misc/Maximilian-Wober-Match-Logs,
474,Granit Xhaka,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-288,1992,5.3,6,0,8,5,1,1,5,28,0,5,1,54.5,0,https://fbref.com/en/players/e61b8aee/matchlogs/2024/misc/Granit-Xhaka-Match-Logs,
475,Lamine Yamal,https://fbref.com/en/players/82ec26c1/Lamine-Yamal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,16-364,2007,4.6,0,0,7,6,2,18,3,6,0,14,1,1,,https://fbref.com/en/players/82ec26c1/matchlogs/2024/misc/Lamine-Yamal-Match-Logs,0.0
476,Roman Yaremchuk,https://fbref.com/en/players/cb641b9d/Roman-Yaremchuk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-227,1995,1.3,2,0,5,2,2,5,4,33.3,0,0,1,0,0,https://fbref.com/en/players/cb641b9d/matchlogs/2024/misc/Roman-Yaremchuk-Match-Logs,
477,Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-262,1989,1.2,0,0,2,2,2,5,1,2,0,4,1,,0,https://fbref.com/en/players/849c826a/matchlogs/2024/misc/Andriy-Yarmolenko-Match-Logs,100.0
478,Yusuf Yazıcı,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici,"MF,FW",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,27-164,1997,0.6,0,0,1,1,4,1,,0,0,0,1,0,0,https://fbref.com/en/players/f5c8b425/matchlogs/2024/misc/Yusuf-Yazici-Match-Logs,50.0
479,Kenan Yıldız,https://fbref.com/en/players/d8cda243/Kenan-Yildiz,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-068,2005,3.8,3,0,2,1,1,2,2,10,0,6,1,33.3,0,https://fbref.com/en/players/d8cda243/matchlogs/2024/misc/Kenan-Yildiz-Match-Logs,
480,Okay Yokuşlu,https://fbref.com/en/players/e49ce451/Okay-Yokuslu,"MF,DF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-124,1994,0.6,0,0,2,2,1,5,1,,0,0,3,0,0,https://fbref.com/en/players/e49ce451/matchlogs/2024/misc/Okay-Yokuslu-Match-Logs,75.0
