right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,right 26,right 27,right 28,right 29,right 30,left href 3,right 31,right 32,right 33,right 34,right 35,right 36,right 37,right 38,right 39
405,Taras Stepanenko,https://fbref.com/en/players/ee3519f5/Taras-Stepanenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-338,1989,2,1,82,0.9,0,0,0,0,0,0,0,0.1,0.1,0.1,5,,3,,0,0.0,,,,,0.00,,,,https://fbref.com/en/players/ee3519f5/matchlogs/2024/summary/Taras-Stepanenko-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07
406,Leonidas Stergiou,https://fbref.com/en/players/08391d76/Leonidas-Stergiou,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-130,2002,3,48,0.5,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/08391d76/matchlogs/2024/summary/Leonidas-Stergiou-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
407,Petar Stojanović,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-278,1995,4,4,316,3.5,0,0,0,0,0,0,0.0,7,1,0.2,0.2,0.01,11,9,0.0,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.01,0.06,https://fbref.com/en/players/13b44b02/matchlogs/2024/summary/Petar-Stojanovic-Match-Logs,,,,,,,,,
408,John Stones,https://fbref.com/en/players/5eecec3d/John-Stones,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-044,1994,6,6,600,6.7,0,0,0,0,0,0,0,0.1,0.1,0.1,18,0.01,1,0.01,0,0.0,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,https://fbref.com/en/players/5eecec3d/matchlogs/2024/summary/John-Stones-Match-Logs,,,,,,,,,
409,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,GK,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-114,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/339fe0e8/matchlogs/2024/summary/Thomas-Strakosha-Match-Logs,,,,,,,,,
410,Dávid Strelec,https://fbref.com/en/players/2cb9486d/David-Strelec,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,23-098,2001,4,2,182,2.0,0,0,0,0,0,0.00,0.76,0.7,1,1,0.7,0.34,0.8,1.5,0,0.34,0.42,0.76,0.49,0.00,2,6,0.49,0.49,https://fbref.com/en/players/2cb9486d/matchlogs/2024/summary/David-Strelec-Match-Logs,,,,,,,,,
411,Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-105,2000,1,1,60,0.7,0,0,0,0,0,0,0.0,,1,2,,0.00,,,0.0,0.0,0.0,0,,0,0.00,,,,https://fbref.com/en/players/e96d5560/matchlogs/2024/summary/Callum-Styles-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,
412,Luka Sučić,https://fbref.com/en/players/1e1378e1/Luka-Sucic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-307,2002,3,1,140,1.6,0,0,0,0,0,0,,0.6,1,0.6,0.4,6,1.0,7,,,,,0.64,,5,,,,https://fbref.com/en/players/1e1378e1/matchlogs/2024/summary/Luka-Sucic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.27,0.64,0.37,0.37
413,Heorhiy Sudakov,https://fbref.com/en/players/a793f5a8/Heorhiy-Sudakov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,3,3,262,2.9,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,6,15,11,0.00,0.00,0.00,0.00,0.00,0.17,0.06,0.23,0.17,0.23,https://fbref.com/en/players/a793f5a8/matchlogs/2024/summary/Heorhiy-Sudakov-Match-Logs,,,,,,,,,
414,Pavel Šulc,https://fbref.com/en/players/e9b893af/Pavel-Sulc,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-195,2000,1,1,78,0.9,0,0,0,0,0,0,0,0.1,0.1,0.1,2,3,,,,0.0,0,,,,0.00,,,,https://fbref.com/en/players/e9b893af/matchlogs/2024/summary/Pavel-Sulc-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10
415,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,22-034,2002,4,126,1.4,1,0,0,0,0,0,0,0,6,0.1,0.1,6,0.00,10,,0.0,0.0,,,,,0.00,,,,https://fbref.com/en/players/83fe71b8/matchlogs/2024/summary/Tomas-Suslov-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.12,
416,Josip Šutalo,https://fbref.com/en/players/33a6a650/Josip-Sutalo,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-134,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.6,0.6,0.6,10,1,0.20,0.20,0.00,0.0,0,0.00,0.00,0.20,0.20,0.00,0.00,0.00,https://fbref.com/en/players/33a6a650/matchlogs/2024/summary/Josip-Sutalo-Match-Logs,,,,,,,,,
417,Oleksandr Svatok,https://fbref.com/en/players/b70be510/Oleksandr-Svatok,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,29-288,1994,1,1,80,0.9,0,0,0,0,0,0,0,,3,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/b70be510/matchlogs/2024/summary/Oleksandr-Svatok-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
418,Karol Świderski,https://fbref.com/en/players/41723204/Karol-Swiderski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-170,1997,3,90,1.0,1,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,,6,,0,0,,,0.90,,,,,,https://fbref.com/en/players/41723204/matchlogs/2024/summary/Karol-Swiderski-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.61,0.90,0.29,0.29
419,Serhiy Sydorchuk,https://fbref.com/en/players/c71e97ba/Serhiy-Sydorchuk,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,33-070,1991,1,6,0.1,,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,0,0,https://fbref.com/en/players/c71e97ba/matchlogs/2024/summary/Serhiy-Sydorchuk-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
420,Attila Szalai,https://fbref.com/en/players/50ff205b/Attila-Szalai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,26-173,1998,2,1,95,1.1,0,0,0,0,0,0,0.0,0.1,1,0.1,0.1,,8,2,0,,,,,,0.00,,,,https://fbref.com/en/players/50ff205b/matchlogs/2024/summary/Attila-Szalai-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.08
421,Wojciech Szczęsny,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,34-084,1990,2,2,180,2.0,0,0,0,0,0,0,0.0,0.00,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/01b8a2b2/matchlogs/2024/summary/Wojciech-Szczesny-Match-Logs,,,,,,,,,
422,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,23-260,2000,3,3,270,3.0,0,0,0,0,0.00,0.49,0.09,0.3,1,1,1,6,0.3,1.2,0.00,0.49,0.33,0.39,0.33,0.09,1.5,8,10,0.33,https://fbref.com/en/players/934e1968/matchlogs/2024/summary/Dominik-Szoboszlai-Match-Logs,,,,,,,,,
423,Sebastian Szymański,https://fbref.com/en/players/bb718263/Sebastian-Szymanski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-062,1999,2,2,112,1.2,0,0,0,0,0,0,0,3,0.1,8,3,,,,0.0,0.0,0.0,,0.05,,,,,,https://fbref.com/en/players/bb718263/matchlogs/2024/summary/Sebastian-Szymanski-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.03,0.03
424,Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,35-234,1988,3,1,156,1.7,0,0,0,0,0,0,0.0,4,1,0.6,0.6,0.00,4,17,0.0,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.34,0.00,https://fbref.com/en/players/2475dcc6/matchlogs/2024/summary/Dusan-Tadic-Match-Logs,,,,,,,,,
425,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-151,1996,4,4,319,3.5,0,0,0,0,0,0,0.0,0.01,2,0.1,0.1,0.00,15,1,0.0,0.00,0.00,0.00,0.00,0,0.02,0.03,0.01,0.03,https://fbref.com/en/players/bd142efb/matchlogs/2024/summary/Jonathan-Tah-Match-Logs,,,,,,,,,
426,Maksym Talovierov,https://fbref.com/en/players/6a54638e/Maksym-Talovierov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-013,2000,1,1,,,0,0.0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0,0.0,0.0,0,0.00,0,0,0.0,https://fbref.com/en/players/6a54638e/matchlogs/2024/summary/Maksym-Talovierov-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
427,Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,24-166,2000,5,5,470,5.2,0,0,0,0,0,0,0.00,0.4,2,0.4,0.2,9,0.6,56,0.00,0.00,0.00,0.00,0.12,0.07,5,0.05,0.12,0.07,https://fbref.com/en/players/4f255115/matchlogs/2024/summary/Aurelien-Tchouameni-Match-Logs,,,,,,,,,
428,Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-047,2000,3,3,256,2.8,0,0,0,0,0,0,0,5,0.1,9,4,0.01,0.02,0.03,0.0,0.0,0.0,0.00,0.00,0.00,0.01,0.03,0.00,0.00,https://fbref.com/en/players/df8d6029/matchlogs/2024/summary/Arthur-Theate-Match-Logs,,,,,,,,,
429,Marcus Thuram,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-340,1997,4,3,260,2.9,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,7,6,18,0.00,0.00,0.00,0.00,0.00,0.27,0.03,0.29,0.27,0.29,https://fbref.com/en/players/6f8cd6d0/matchlogs/2024/summary/Marcus-Thuram-Match-Logs,,,,,,,,,
430,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,27-065,1997,3,2,148,1.6,,0,0,0,0.0,,,1,1,1,1,0.1,0.1,0.1,0.07,0.08,0.08,0.07,0.01,3,15,1,,,https://fbref.com/en/players/56f7a928/matchlogs/2024/summary/Youri-Tielemans-Match-Logs,,0.00,,,,0.61,0.61,0.61,0.61
431,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-036,1997,2,2,136,1.5,0,0,0,0,0,0,0,2,3,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,,0.00,,,,https://fbref.com/en/players/fce2302c/matchlogs/2024/summary/Kieran-Tierney-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
432,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-117,1996,2,43,0.5,1,0,0,0,0,0,0,0,0.1,1,0.1,0.2,,0.3,1,0,30.68,30.68,9.81,20.87,,,,,,https://fbref.com/en/players/e09f279b/matchlogs/2024/summary/Ivan-Toney-Match-Logs,0.00,0.00,,,,2.09,2.09,2.09,9.81
433,Ferrán Torres,https://fbref.com/en/players/9e1035f8/Ferran-Torres,"FW,MF",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-133,2000,5,1,155,1.7,0.45,0,0,0,0.00,0.54,0.45,1,1,1,1,0.6,0.6,0.1,0.58,0.54,0.58,0.09,0.58,4,0.8,2,15,0.58,https://fbref.com/en/players/9e1035f8/matchlogs/2024/summary/Ferran-Torres-Match-Logs,,,,,,,,,
434,Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,33-034,1991,2,25,0.3,1,,0,0,0,0,0.0,0,1,1,1,0.3,0.3,0.3,1,1.15,,1.15,1.15,1.15,1,,,,,https://fbref.com/en/players/9a104dee/matchlogs/2024/summary/Cenk-Tosun-Match-Logs,,0.00,0.00,,,3.60,3.60,3.60,3.60
435,Gernot Trauner,https://fbref.com/en/players/9d21da85/Gernot-Trauner,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-108,1992,2,1,90,1.0,0,0,0,0,0,0.0,0,1,1,1,0.1,0.1,0.1,8,0.08,,0.08,0.08,0.08,,,,,,https://fbref.com/en/players/9d21da85/matchlogs/2024/summary/Gernot-Trauner-Match-Logs,,0.00,0.00,,,1.00,1.00,1.00,1.00
436,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,33-296,1990,6,6,450,5.0,0,0,0,0,0,0,0.00,0.1,2,0.1,0.8,2,0.9,29,0.00,0.00,0.00,0.00,0.19,0.02,27,0.17,0.19,0.02,https://fbref.com/en/players/21512407/matchlogs/2024/summary/Kieran-Trippier-Match-Logs,,,,,,,,,
437,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,29-220,1994,3,2,169,1.9,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,5,5,8,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19,https://fbref.com/en/players/38ceb24a/matchlogs/2024/summary/Leandro-Trossard-Match-Logs,,,,,,,,,
438,Anatolii Trubin,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-345,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/41f0b196/matchlogs/2024/summary/Anatolii-Trubin-Match-Logs,,,,,,,,,
439,Heorhii Tsitaishvili,https://fbref.com/en/players/69986380/Heorhii-Tsitaishvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-236,2000,4,2,190,2.1,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,3,15,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,https://fbref.com/en/players/69986380/matchlogs/2024/summary/Heorhii-Tsitaishvili-Match-Logs,,,,,,,,,
440,Viktor Tsyhankov,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,26-239,1997,1,1,62,0.7,0,0,0,0,0,0,0,0.1,0.1,0.1,1,2,6,,,0.0,,,,,0.00,,,,https://fbref.com/en/players/f7e87032/matchlogs/2024/summary/Viktor-Tsyhankov-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.19
441,Ľubomír Tupta,https://fbref.com/en/players/b02af64f/Lubomir-Tupta,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-106,1998,1,12,0.1,1,0,0,0,0,0,0,0,,,,,,,,0.0,0,0.0,0.0,0.0,0,,,,0,https://fbref.com/en/players/b02af64f/matchlogs/2024/summary/Lubomir-Tupta-Match-Logs,0.00,0.00,0.00,0.00,0.00,,,,
442,Oleksandr Tymchyk,https://fbref.com/en/players/3b996663/Oleksandr-Tymchyk,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-173,1997,3,2,199,2.2,0,0,0,0,0,0,0,5,7,11,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3b996663/matchlogs/2024/summary/Oleksandr-Tymchyk-Match-Logs,,,,,,,,,
443,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-358,1996,1,7,0.1,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/dd549382/matchlogs/2024/summary/Deniz-Undav-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
444,Dayot Upamecano,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-258,1998,6,6,570,6.3,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,28,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/d248cd8f/matchlogs/2024/summary/Dayot-Upamecano-Match-Logs,,,,,,,,,
445,Kacper Urbanski,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,"FW,MF",pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,19-308,2004,3,2,148,1.6,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,,,,,0.11,,,,,,https://fbref.com/en/players/2d9d9e42/matchlogs/2024/summary/Kacper-Urbanski-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.08,0.08
446,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-003,1991,6,6,540,6.0,0,0,0,0,0,0,0,0.5,2,0.5,0.1,0.08,0.6,20,0,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.08,0.10,https://fbref.com/en/players/e06683ca/matchlogs/2024/summary/Virgil-van-Dijk-Match-Logs,,,,,,,,,
447,Vladyslav Vanat,https://fbref.com/en/players/7287ea6b/Vladyslav-Vanat,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-189,2002,1,21,0.2,2,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/7287ea6b/matchlogs/2024/summary/Vladyslav-Vanat-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
448,Barnabás Varga,https://fbref.com/en/players/078a52fe/Barnabas-Varga,FW,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-168,1994,3,3,249,2.8,0.44,0,0,0,0.00,0.47,0.44,1,1,1,1,1.2,1.2,0.1,0.36,0.47,0.36,0.03,0.36,1,1.3,7,11,0.36,https://fbref.com/en/players/078a52fe/matchlogs/2024/summary/Barnabas-Varga-Match-Logs,,,,,,,,,
449,Ruben Vargas,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,25-341,1998,5,4,306,3.4,0.20,0,0,0,0.53,0.20,0.53,1,1,2,1,0.7,0.7,1.1,0.29,0.32,0.29,0.59,0.59,13,1.8,12,21,0.29,https://fbref.com/en/players/6ecbddf6/matchlogs/2024/summary/Ruben-Vargas-Match-Logs,,,,,,,,,
450,Denis Vavro,https://fbref.com/en/players/08990838/Denis-Vavro,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-092,1996,4,4,390,4.3,0,0,0,0,0,0,0.0,1,1,15,2,0.01,0.01,0.01,0.0,0.0,0.0,0.00,0.00,0.00,0.01,0.00,0.00,0.00,https://fbref.com/en/players/08990838/matchlogs/2024/summary/Denis-Vavro-Match-Logs,,,,,,,,,
451,Joey Veerman,https://fbref.com/en/players/18fae4ac/Joey-Veerman,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-235,1998,6,2,209,2.3,0,0,0,0,0,0,0.00,0.2,1,0.2,0.3,1,0.4,17,0.00,0.00,0.00,0.00,0.19,0.07,1,0.13,0.19,0.07,https://fbref.com/en/players/18fae4ac/matchlogs/2024/summary/Joey-Veerman-Match-Logs,,,,,,,,,
452,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-289,1995,3,3,270,3.0,0,0,0,0,0,0,0,5,27,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a5ae8f8e/matchlogs/2024/summary/Milos-Veljkovic-Match-Logs,,,,,,,,,
453,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-083,2001,4,70,0.8,2,0,0,0,0,0,0,0,1,2,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,,0.00,,,,https://fbref.com/en/players/8fe2a392/matchlogs/2024/summary/Micky-van-de-Ven-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
454,Benjamin Verbič,https://fbref.com/en/players/2ebc1b44/Benjamin-Verbic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-227,1993,3,74,0.8,0.1,0,0,0,0,0,0,0,2,0.2,1,3,,,,0.0,0,0.0,,0.31,,,,,,https://fbref.com/en/players/2ebc1b44/matchlogs/2024/summary/Benjamin-Verbic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.27,0.31,0.05,0.05
455,Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen,GK,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-328,2002,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/cf134113/matchlogs/2024/summary/Bart-Verbruggen-Match-Logs,,,,,,,,,
456,Jan Vertonghen,https://fbref.com/en/players/ba23a904/Jan-Vertonghen,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,37-078,1987,3,3,270,3.0,0,0,0,0,0,0,0.0,0.1,1,0.1,0.1,0.03,3,1,0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,https://fbref.com/en/players/ba23a904/matchlogs/2024/summary/Jan-Vertonghen-Match-Logs,,,,,,,,,
457,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,31-343,1992,4,4,360,4.0,0,0,0,0,0,0,0.0,0.3,1,0.3,0.3,1,15,2,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.00,https://fbref.com/en/players/1900032e/matchlogs/2024/summary/Jannik-Vestergaard-Match-Logs,,,,,,,,,
458,Žan Vipotnik,https://fbref.com/en/players/15aa23ee/Zan-Vipotnik,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,22-115,2002,1,15,0.2,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/15aa23ee/matchlogs/2024/summary/Zan-Vipotnik-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
459,Vitinha,https://fbref.com/en/players/3b029691/Vitinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-149,2000,4,4,358,4.0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,7,28,9,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,https://fbref.com/en/players/3b029691/matchlogs/2024/summary/Vitinha-Match-Logs,,,,,,,,,
460,Daniel Vivian,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-362,1999,2,1,123,1.4,0,0,0,0,0,0,0.0,,1,10,1,,,,0.0,0.0,0.0,,,0,0.00,,,,https://fbref.com/en/players/ab7bf91d/matchlogs/2024/summary/Daniel-Vivian-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03
461,Dušan Vlahović,https://fbref.com/en/players/79443529/Dusan-Vlahovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,24-165,2000,3,2,177,2.0,0,0,0,0,0,0,0,0.2,0.2,0.2,2,1,8,0.12,0.00,0.0,0.00,0.00,0.00,0.12,0.12,0.12,0.00,0.00,https://fbref.com/en/players/79443529/matchlogs/2024/summary/Dusan-Vlahovic-Match-Logs,,,,,,,,,
462,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,32-157,1992,6,6,540,6.0,0.05,0,0,0,0,0.0,0.00,1,1,1,0.3,0.3,0.3,26,0.17,0.00,0.05,0.05,0.05,2,2,0.17,0.17,0.17,https://fbref.com/en/players/d0d8dd44/matchlogs/2024/summary/Stefan-de-Vrij-Match-Logs,,,,,,,,,
463,Kyle Walker,https://fbref.com/en/players/86dd77d1/Kyle-Walker,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,34-044,1990,6,6,600,6.7,0,0,0,0,0,0,0,14,0.1,0.1,45,0.00,23,0.01,0.0,0.0,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,https://fbref.com/en/players/86dd77d1/matchlogs/2024/summary/Kyle-Walker-Match-Logs,,,,,,,,,
