right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,left href 3
239,Luka Lochoshvili,https://fbref.com/en/players/c8ad0857/Luka-Lochoshvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,26-043,1998,1.9,57,45,12,0,0,2,4,0,0,0,0,0,41,1,10,https://fbref.com/en/players/c8ad0857/matchlogs/2024/passing_types/Luka-Lochoshvili-Match-Logs
240,Fermin López,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-061,2003,0.3,10,9,1,0,0,0,0,0,0,0,0,0,8,0,0,https://fbref.com/en/players/c1fe5f0b/matchlogs/2024/passing_types/Fermin-Lopez-Match-Logs
241,Romelu Lukaku,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,31-059,1993,4.0,57,54,2,0,0,1,1,0,0,0,0,0,38,0,1,https://fbref.com/en/players/5eae500a/matchlogs/2024/passing_types/Romelu-Lukaku-Match-Logs
242,Dodi Lukebakio,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,"FW,DF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-291,1997,0.7,30,27,3,0,0,1,1,0,0,24,0,1,1,1,1,https://fbref.com/en/players/0c61c77c/matchlogs/2024/passing_types/Dodi-Lukebakio-Match-Logs
243,Saša Lukić,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,27-333,1996,2.3,150,146,4,0,0,4,1,0,0,0,0,0,142,0,0,https://fbref.com/en/players/c6e8cf1f/matchlogs/2024/passing_types/Sasa-Lukic-Match-Logs
244,Andriy Lunin,https://fbref.com/en/players/3061e1ec/Andriy-Lunin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-151,1999,1.0,24,20,4,0,0,0,0,0,0,0,0,0,23,0,0,https://fbref.com/en/players/3061e1ec/matchlogs/2024/passing_types/Andriy-Lunin-Match-Logs
245,Mike Maignan,https://fbref.com/en/players/fcb38f57/Mike-Maignan,GK,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,29-008,1995,6.3,167,131,34,0,0,9,2,0,0,0,0,0,136,0,0,https://fbref.com/en/players/fcb38f57/matchlogs/2024/passing_types/Mike-Maignan-Match-Logs
246,Kobbie Mainoo,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,19-083,2005,3.3,185,178,5,0,0,1,2,0,0,0,0,3,170,2,3,https://fbref.com/en/players/c6220452/matchlogs/2024/passing_types/Kobbie-Mainoo-Match-Logs
247,Lovro Majer,https://fbref.com/en/players/fc46aab1/Lovro-Majer,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-176,1998,1.6,101,97,4,0,0,2,1,0,0,0,4,1,92,1,4,https://fbref.com/en/players/fc46aab1/matchlogs/2024/passing_types/Lovro-Majer-Match-Logs
248,Donyell Malen,https://fbref.com/en/players/116c35df/Donyell-Malen,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-184,1999,2.1,56,53,2,0,0,2,8,0,0,0,0,0,40,4,1,https://fbref.com/en/players/116c35df/matchlogs/2024/passing_types/Donyell-Malen-Match-Logs
249,Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,31-068,1993,0.4,28,25,3,0,0,1,3,0,0,24,0,0,3,0,3,https://fbref.com/en/players/48d5bd33/matchlogs/2024/passing_types/Ruslan-Malinovskyi-Match-Logs
250,Giorgi Mamardashvili,https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili,GK,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-286,2000,4.0,124,61,63,0,0,19,0,0,0,0,0,0,66,0,0,https://fbref.com/en/players/d4b73232/matchlogs/2024/passing_types/Giorgi-Mamardashvili-Match-Logs
251,Dennis Man,https://fbref.com/en/players/2079b3cc/Dennis-Man,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-320,1998,3.0,83,76,7,0,0,1,1,0,0,51,0,7,2,7,8,https://fbref.com/en/players/2079b3cc/matchlogs/2024/passing_types/Dennis-Man-Match-Logs
252,Rey Manaj,https://fbref.com/en/players/7703afb6/Rey-Manaj,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-138,1997,1.7,28,25,3,0,0,2,0,0,0,0,0,0,17,0,0,https://fbref.com/en/players/7703afb6/matchlogs/2024/passing_types/Rey-Manaj-Match-Logs
253,Gianluca Mancini,https://fbref.com/en/players/5aa53281/Gianluca-Mancini,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-085,1996,1.0,66,65,1,0,0,0,0,0,0,0,0,0,60,0,0,https://fbref.com/en/players/5aa53281/matchlogs/2024/passing_types/Gianluca-Mancini-Match-Logs
254,Orel Mangala,https://fbref.com/en/players/a572e291/Orel-Mangala,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-115,1998,1.5,70,69,1,0,0,1,1,0,0,0,0,0,68,0,0,https://fbref.com/en/players/a572e291/matchlogs/2024/passing_types/Orel-Mangala-Match-Logs
255,Marius Marin,https://fbref.com/en/players/a5106847/Marius-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-316,1998,3.4,99,99,1,0,0,0,0,0,0,0,0,0,80,0,0,https://fbref.com/en/players/a5106847/matchlogs/2024/passing_types/Marius-Marin-Match-Logs
256,Răzvan Marin,https://fbref.com/en/players/7fac99d4/Razvan-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-049,1996,3.9,109,104,5,0,0,3,2,0,1,0,1,1,86,5,1,https://fbref.com/en/players/7fac99d4/matchlogs/2024/passing_types/Razvan-Marin-Match-Logs
257,Ádám Martin,https://fbref.com/en/players/9b8f61bd/Adam-Martin,"FW,DF",hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-248,1994,0.5,17,16,1,0,0,1,1,0,0,0,0,0,10,0,0,https://fbref.com/en/players/9b8f61bd/matchlogs/2024/passing_types/Adam-Martin-Match-Logs
258,Mykola Matviyenko,https://fbref.com/en/players/1adcf39e/Mykola-Matviyenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-070,1996,3.0,231,221,8,0,0,4,1,0,1,0,2,3,212,1,1,https://fbref.com/en/players/1adcf39e/matchlogs/2024/passing_types/Mykola-Matviyenko-Match-Logs
259,Kylian Mbappé,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-204,1998,5.2,182,174,7,0,0,1,5,4,1,158,1,2,1,2,7,https://fbref.com/en/players/42fd9c7f/matchlogs/2024/passing_types/Kylian-Mbappe-Match-Logs
260,John McGinn,https://fbref.com/en/players/90f91999/John-McGinn,"MF,FW",sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-267,1994,2.6,45,44,1,0,0,4,4,0,0,0,0,0,28,0,0,https://fbref.com/en/players/90f91999/matchlogs/2024/passing_types/John-McGinn-Match-Logs
261,Callum McGregor,https://fbref.com/en/players/6800f515/Callum-McGregor,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,31-027,1993,2.7,119,115,4,0,0,2,1,0,0,0,0,0,108,0,3,https://fbref.com/en/players/6800f515/matchlogs/2024/passing_types/Callum-McGregor-Match-Logs
262,Scott McKenna,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-242,1996,1.5,93,80,12,0,0,1,1,0,0,0,3,1,75,8,1,https://fbref.com/en/players/4e5a4cbc/matchlogs/2024/passing_types/Scott-McKenna-Match-Logs
263,Kenny McLean,https://fbref.com/en/players/471f16b3/Kenny-McLean,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-185,1992,0.5,26,25,1,0,0,1,0,0,0,0,0,0,19,0,0,https://fbref.com/en/players/471f16b3/matchlogs/2024/passing_types/Kenny-McLean-Match-Logs
264,Scott McTominay,https://fbref.com/en/players/d93c2511/Scott-McTominay,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-216,1996,3.0,62,52,10,0,0,4,1,0,2,42,1,5,4,1,9,https://fbref.com/en/players/d93c2511/matchlogs/2024/passing_types/Scott-McTominay-Match-Logs
265,Anzor Mekvabishvili,https://fbref.com/en/players/6a7cd360/Anzor-Mekvabishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-036,2001,2.1,91,90,1,0,0,1,2,0,0,0,0,0,76,3,1,https://fbref.com/en/players/6a7cd360/matchlogs/2024/passing_types/Anzor-Mekvabishvili-Match-Logs
266,Memphis,https://fbref.com/en/players/8f696594/Memphis,"FW,MF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,30-149,1994,5.1,163,119,41,0,0,6,3,10,3,113,9,23,11,2,31,https://fbref.com/en/players/8f696594/matchlogs/2024/passing_types/Memphis-Match-Logs
267,Nuno Mendes,https://fbref.com/en/players/f20e4cc9/Nuno-Mendes,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-022,2002,4.7,365,324,41,0,0,12,4,0,0,0,0,4,322,29,12,https://fbref.com/en/players/f20e4cc9/matchlogs/2024/passing_types/Nuno-Mendes-Match-Logs
268,Mikel Merino,https://fbref.com/en/players/d080ed5e/Mikel-Merino,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-019,1996,2.0,130,130,1,0,0,1,2,0,0,0,0,0,107,0,5,https://fbref.com/en/players/d080ed5e/matchlogs/2024/passing_types/Mikel-Merino-Match-Logs
269,Valentin Mihaila,https://fbref.com/en/players/81a4c239/Valentin-Mihaila,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-160,2000,1.3,27,25,2,0,0,1,1,0,0,21,0,0,1,1,1,https://fbref.com/en/players/81a4c239/matchlogs/2024/passing_types/Valentin-Mihaila-Match-Logs
270,Srđan Mijailović,https://fbref.com/en/players/175bef1f/Srdjan-Mijailovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,30-244,1993,0.8,25,20,5,0,0,3,5,0,0,0,0,0,14,0,0,https://fbref.com/en/players/175bef1f/matchlogs/2024/passing_types/Srdjan-Mijailovic-Match-Logs
271,Georges Mikautadze,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-254,2000,3.8,70,60,10,0,0,2,2,0,0,0,0,0,55,4,4,https://fbref.com/en/players/4788cb6b/matchlogs/2024/passing_types/Georges-Mikautadze-Match-Logs
272,Nikola Milenković,https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-273,1997,3.0,227,224,3,0,0,3,0,0,0,0,0,0,212,0,0,https://fbref.com/en/players/bee704fc/matchlogs/2024/passing_types/Nikola-Milenkovic-Match-Logs
273,Sergej Milinković-Savić,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-135,1995,1.3,76,76,1,0,0,3,0,0,0,0,0,0,63,0,0,https://fbref.com/en/players/4e6dbac4/matchlogs/2024/passing_types/Sergej-Milinkovic-Savic-Match-Logs
274,Mario Mitaj,https://fbref.com/en/players/0bf123b6/Mario-Mitaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,20-340,2003,3.0,147,115,32,0,0,7,2,0,0,0,0,0,127,3,25,https://fbref.com/en/players/0bf123b6/matchlogs/2024/passing_types/Mario-Mitaj-Match-Logs
275,Aleksandar Mitrović,https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,FW,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-299,1994,2.7,53,47,6,0,0,1,1,0,0,0,0,0,38,0,0,https://fbref.com/en/players/3925dbd6/matchlogs/2024/passing_types/Aleksandar-Mitrovic-Match-Logs
276,Maximilian Mittelstädt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-115,1997,3.4,217,197,18,0,0,2,24,0,0,0,0,2,182,2,16,https://fbref.com/en/players/88d4144a/matchlogs/2024/passing_types/Maximilian-Mittelstadt-Match-Logs
277,Filip Mladenović,https://fbref.com/en/players/a3eabee0/Filip-Mladenovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-331,1991,1.2,61,45,16,0,0,1,8,0,0,0,2,1,44,1,14,https://fbref.com/en/players/a3eabee0/matchlogs/2024/passing_types/Filip-Mladenovic-Match-Logs
278,Jan Mlakar,https://fbref.com/en/players/44d9bd5e/Jan-Mlakar,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-262,1998,3.3,62,62,2,0,0,1,2,0,0,0,0,0,37,0,0,https://fbref.com/en/players/44d9bd5e/matchlogs/2024/passing_types/Jan-Mlakar-Match-Logs
279,Jakub Moder,https://fbref.com/en/players/f230bc30/Jakub-Moder,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-095,1999,2.0,119,112,6,0,0,5,3,0,0,0,0,0,94,2,1,https://fbref.com/en/players/f230bc30/matchlogs/2024/passing_types/Jakub-Moder-Match-Logs
280,Luka Modrić,https://fbref.com/en/players/6025fab1/Luka-Modric,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,38-306,1985,2.6,221,206,15,0,0,9,1,0,5,190,4,1,3,9,1,https://fbref.com/en/players/6025fab1/matchlogs/2024/passing_types/Luka-Modric-Match-Logs
281,Vasile Mogos,https://fbref.com/en/players/5a8d43dd/Vasile-Mogos,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-254,1992,0.4,6,3,3,0,0,3,0,0,0,0,0,0,6,0,0,https://fbref.com/en/players/5a8d43dd/matchlogs/2024/passing_types/Vasile-Mogos-Match-Logs
282,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,31-262,1992,4.2,90,83,7,0,0,2,2,0,0,0,0,0,63,0,0,https://fbref.com/en/players/129af0db/matchlogs/2024/passing_types/Alvaro-Morata-Match-Logs
283,Lewis Morgan,https://fbref.com/en/players/b675e328/Lewis-Morgan,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-285,1996,2,1,2,0,0.0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/b675e328/matchlogs/2024/passing_types/Lewis-Morgan-Match-Logs
284,Ernest Muçi,https://fbref.com/en/players/1f1229a9/Ernest-Muci,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,23-114,2001,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/1f1229a9/matchlogs/2024/passing_types/Ernest-Muci-Match-Logs
285,Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,23-188,2001,1.9,52,46,6,0,0,2,2,0,0,36,0,2,3,4,10,https://fbref.com/en/players/049a888d/matchlogs/2024/passing_types/Mykhailo-Mudryk-Match-Logs
286,Mert Müldür,https://fbref.com/en/players/1295552e/Mert-Muldur,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-099,1999,3.8,167,144,23,0,0,1,1,0,0,0,3,22,130,5,1,https://fbref.com/en/players/1295552e/matchlogs/2024/passing_types/Mert-Muldur-Match-Logs
287,Thomas Müller,https://fbref.com/en/players/3c6089ab/Thomas-Muller,"MF,FW",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-302,1989,0.6,32,28,3,0,0,5,2,0,0,0,0,0,20,0,1,https://fbref.com/en/players/3c6089ab/matchlogs/2024/passing_types/Thomas-Muller-Match-Logs
288,Jamal Musiala,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-136,2003,4.7,168,168,1,0,0,3,3,0,0,0,0,0,148,0,0,https://fbref.com/en/players/2c0558b8/matchlogs/2024/passing_types/Jamal-Musiala-Match-Logs
289,Phillipp Mwene,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-164,1994,2.2,109,94,15,0,0,1,10,0,0,0,0,0,91,3,14,https://fbref.com/en/players/2ff76adc/matchlogs/2024/passing_types/Phillipp-Mwene-Match-Logs
290,Vitaliy Mykolenko,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-043,1999,0.6,19,18,1,0,0,3,1,0,0,0,0,0,14,0,1,https://fbref.com/en/players/30d4a2e5/matchlogs/2024/passing_types/Vitaliy-Mykolenko-Match-Logs
291,Joakim Mæhle,https://fbref.com/en/players/c459a650/Joakim-Maehle,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,27-052,1997,3.1,157,137,19,0,0,10,19,0,0,0,0,0,129,2,1,https://fbref.com/en/players/c459a650/matchlogs/2024/passing_types/Joakim-Maehle-Match-Logs
292,Nacho,https://fbref.com/en/players/2946f9a1/Nacho,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-175,1990,2.8,132,116,16,0,0,11,2,0,0,0,0,0,124,0,1,https://fbref.com/en/players/2946f9a1/matchlogs/2024/passing_types/Nacho-Match-Logs
293,Ádám Nagy,https://fbref.com/en/players/788b31e2/Adam-Nagy,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-024,1995,1.8,74,69,5,0,0,1,1,0,0,0,0,2,59,1,1,https://fbref.com/en/players/788b31e2/matchlogs/2024/passing_types/Adam-Nagy-Match-Logs
294,Zsolt Nagy,https://fbref.com/en/players/b415bfe3/Zsolt-Nagy,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-047,1993,0.2,8,7,1,0,0,2,1,0,0,0,0,0,4,0,1,https://fbref.com/en/players/b415bfe3/matchlogs/2024/passing_types/Zsolt-Nagy-Match-Logs
295,Jesús Navas,https://fbref.com/en/players/3f10bd22/Jesus-Navas,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,38-233,1985,1.7,71,56,15,0,0,2,1,0,0,0,0,2,56,13,9,https://fbref.com/en/players/3f10bd22/matchlogs/2024/passing_types/Jesus-Navas-Match-Logs
296,Dan Ndoye,https://fbref.com/en/players/8e697a8f/Dan-Ndoye,"MF,DF",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,23-260,2000,4.5,108,100,8,0,0,1,3,0,0,0,0,4,84,7,6,https://fbref.com/en/players/8e697a8f/matchlogs/2024/passing_types/Dan-Ndoye-Match-Logs
297,Pedro Neto,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto,"DF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-124,2000,1.3,89,85,4,0,0,1,1,0,0,70,2,1,1,2,11,https://fbref.com/en/players/7ba2eaa9/matchlogs/2024/passing_types/Pedro-Neto-Match-Logs
298,Manuel Neuer,https://fbref.com/en/players/8778c910/Manuel-Neuer,GK,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,38-106,1986,5.3,145,117,28,0,0,9,1,0,0,0,0,0,123,0,0,https://fbref.com/en/players/8778c910/matchlogs/2024/passing_types/Manuel-Neuer-Match-Logs
299,João Neves,https://fbref.com/en/players/c2a15a27/Joao-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,19-288,2004,0.9,74,72,2,0,0,1,1,0,0,0,0,0,68,0,2,https://fbref.com/en/players/c2a15a27/matchlogs/2024/passing_types/Joao-Neves-Match-Logs
300,Rúben Neves,https://fbref.com/en/players/44bfb6c5/Ruben-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-120,1997,1.4,117,108,9,0,0,2,1,0,3,100,6,1,2,9,1,https://fbref.com/en/players/44bfb6c5/matchlogs/2024/passing_types/Ruben-Neves-Match-Logs
301,Florin Niță,https://fbref.com/en/players/a9a3b55d/Florin-Nita,GK,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,37-008,1987,4.0,148,82,66,0,0,19,0,0,0,0,0,0,87,0,0,https://fbref.com/en/players/a9a3b55d/matchlogs/2024/passing_types/Florin-Nita-Match-Logs
302,Matheus Nunes,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-319,1998,0.2,18,18,1,0,0,0,0,0,0,0,0,0,16,0,0,https://fbref.com/en/players/e6af02e0/matchlogs/2024/passing_types/Matheus-Nunes-Match-Logs
303,Christian Nørgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-123,1994,0.4,42,41,1,0,0,2,1,0,0,0,0,0,34,0,1,https://fbref.com/en/players/df0a4c90/matchlogs/2024/passing_types/Christian-Norgaard-Match-Logs
304,Adam Obert,https://fbref.com/en/players/aa25ce92/Adam-Obert,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,21-323,2002,0.3,27,22,5,0,0,1,1,0,0,0,0,2,22,4,1,https://fbref.com/en/players/aa25ce92/matchlogs/2024/passing_types/Adam-Obert-Match-Logs
305,Jan Oblak,https://fbref.com/en/players/ee8508c0/Jan-Oblak,GK,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-186,1993,4.3,128,67,61,0,0,16,0,0,0,0,0,0,79,0,0,https://fbref.com/en/players/ee8508c0/matchlogs/2024/passing_types/Jan-Oblak-Match-Logs
306,Darius Olaru,https://fbref.com/en/players/9a129e64/Darius-Olaru,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-130,1998,0.3,17,14,3,0,0,1,1,0,0,0,0,0,14,0,1,https://fbref.com/en/players/9a129e64/matchlogs/2024/passing_types/Darius-Olaru-Match-Logs
307,Dani Olmo,https://fbref.com/en/players/ae44e8e2/Dani-Olmo,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,26-065,1998,3.8,154,150,2,0,0,2,3,0,0,0,4,2,125,2,1,https://fbref.com/en/players/ae44e8e2/matchlogs/2024/passing_types/Dani-Olmo-Match-Logs
308,Amadou Onana,https://fbref.com/en/players/828657ff/Amadou-Onana,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-330,2001,4.0,240,233,6,0,0,6,1,0,0,0,0,0,216,1,1,https://fbref.com/en/players/828657ff/matchlogs/2024/passing_types/Amadou-Onana-Match-Logs
309,Loïs Openda,https://fbref.com/en/players/8652a85c/Lois-Openda,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-146,2000,0.8,7,7,2,0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/8652a85c/matchlogs/2024/passing_types/Lois-Openda-Match-Logs
310,Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-251,1992,3.0,138,134,3,0,0,2,1,0,0,0,0,0,118,3,1,https://fbref.com/en/players/20030c06/matchlogs/2024/passing_types/Willi-Orban-Match-Logs
311,Mikel Oyarzabal,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-081,1997,2.0,59,56,3,0,0,1,2,0,0,0,0,0,55,0,0,https://fbref.com/en/players/8c3c640c/matchlogs/2024/passing_types/Mikel-Oyarzabal-Match-Logs
312,Salih Özcan,https://fbref.com/en/players/15413fa5/Salih-Ozcan,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-182,1998,1.7,71,69,2,0,0,2,1,0,0,0,0,0,57,0,0,https://fbref.com/en/players/15413fa5/matchlogs/2024/passing_types/Salih-Ozcan-Match-Logs
313,João Palhinha,https://fbref.com/en/players/a78ff07f/Joao-Palhinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-002,1995,3.3,188,186,2,0,0,2,4,0,0,0,0,0,166,0,2,https://fbref.com/en/players/a78ff07f/matchlogs/2024/passing_types/Joao-Palhinha-Match-Logs
314,Cole Palmer,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,"MF,FW",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-066,2002,1.4,72,65,7,0,0,1,1,0,0,0,0,0,53,6,8,https://fbref.com/en/players/dc7f8a28/matchlogs/2024/passing_types/Cole-Palmer-Match-Logs
315,Mario Pašalić,https://fbref.com/en/players/e599253a/Mario-Pasalic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-153,1995,1.3,40,40,1,0,0,1,2,0,0,0,0,0,34,0,0,https://fbref.com/en/players/e599253a/matchlogs/2024/passing_types/Mario-Pasalic-Match-Logs
316,Strahinja Pavlović,https://fbref.com/en/players/25146df0/Strahinja-Pavlovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-048,2001,3.0,180,174,5,0,0,3,6,0,0,0,0,5,137,1,2,https://fbref.com/en/players/25146df0/matchlogs/2024/passing_types/Strahinja-Pavlovic-Match-Logs
317,Pedri,https://fbref.com/en/players/0d9b2d31/Pedri,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-229,2002,2.1,89,89,1,0,0,1,2,0,0,0,0,0,80,0,0,https://fbref.com/en/players/0d9b2d31/matchlogs/2024/passing_types/Pedri-Match-Logs
318,Peter Pekarík,https://fbref.com/en/players/c18d22f5/Peter-Pekarik,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-255,1986,4.2,121,95,26,0,0,5,26,0,0,0,0,0,107,0,3,https://fbref.com/en/players/c18d22f5/matchlogs/2024/passing_types/Peter-Pekarik-Match-Logs
