right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,left href 3
79,Ryan Christie,https://fbref.com/en/players/26ce2263/Ryan-Christie,"MF,FW",sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-140,1995,1.1,20,17,3,0,0,1,1,0,0,0,0,0,15,0,1,https://fbref.com/en/players/26ce2263/matchlogs/2024/passing_types/Ryan-Christie-Match-Logs
80,Mojmir Chytil,https://fbref.com/en/players/01a08323/Mojmir-Chytil,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-073,1999,1.2,15,14,1,0,0,2,3,0,0,0,0,0,6,0,0,https://fbref.com/en/players/01a08323/matchlogs/2024/passing_types/Mojmir-Chytil-Match-Logs
81,Alexandru Cicâldău,https://fbref.com/en/players/cdafb19d/Alexandru-Cicaldau,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,27-003,1997,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/cdafb19d/matchlogs/2024/passing_types/Alexandru-Cicaldau-Match-Logs
82,Florinel Coman,https://fbref.com/en/players/a9440c25/Florinel-Coman,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-092,1998,1.3,28,26,2,0,0,1,2,0,0,0,0,0,20,0,2,https://fbref.com/en/players/a9440c25/matchlogs/2024/passing_types/Florinel-Coman-Match-Logs
83,Kingsley Coman,https://fbref.com/en/players/042e8a49/Kingsley-Coman,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,28-028,1996,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,https://fbref.com/en/players/042e8a49/matchlogs/2024/passing_types/Kingsley-Coman-Match-Logs
84,Francisco Conceição,https://fbref.com/en/players/5ef3d210/Francisco-Conceicao,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,21-210,2002,2.0,129,127,2,0,0,16,2,0,0,0,0,0,101,0,5,https://fbref.com/en/players/5ef3d210/matchlogs/2024/passing_types/Francisco-Conceicao-Match-Logs
85,Diogo Costa,https://fbref.com/en/players/93fffbcf/Diogo-Costa,GK,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-296,1999,5.7,155,122,33,0,0,6,1,0,0,0,0,0,140,0,0,https://fbref.com/en/players/93fffbcf/matchlogs/2024/passing_types/Diogo-Costa-Match-Logs
86,Vladimír Coufal,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal,"DF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-324,1992,3.0,149,110,39,0,0,2,22,0,0,103,5,5,1,7,30,https://fbref.com/en/players/fdf3cb77/matchlogs/2024/passing_types/Vladimir-Coufal-Match-Logs
87,Bryan Cristante,https://fbref.com/en/players/16657b95/Bryan-Cristante,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,29-130,1995,1.5,114,113,1,0,0,1,1,0,0,0,0,0,101,0,3,https://fbref.com/en/players/16657b95/matchlogs/2024/passing_types/Bryan-Cristante-Match-Logs
88,Kevin Csoboth,https://fbref.com/en/players/cf6fc95d/Kevin-Csoboth,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-021,2000,0.1,8,6,2,0,0,2,0,0,0,0,0,0,6,0,0,https://fbref.com/en/players/cf6fc95d/matchlogs/2024/passing_types/Kevin-Csoboth-Match-Logs
89,Marc Cucurella,https://fbref.com/en/players/1daec722/Marc-Cucurella,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,25-355,1998,5.1,323,287,36,0,0,3,1,0,0,0,0,7,289,33,4,https://fbref.com/en/players/1daec722/matchlogs/2024/passing_types/Marc-Cucurella-Match-Logs
90,Mirlind Daku,https://fbref.com/en/players/a04adf33/Mirlind-Daku,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,26-192,1998,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,https://fbref.com/en/players/a04adf33/matchlogs/2024/passing_types/Mirlind-Daku-Match-Logs
91,Diogo Dalot,https://fbref.com/en/players/d9565625/Diogo-Dalot,"DF,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-115,1999,1.7,100,94,6,0,0,3,6,0,0,0,0,0,91,0,2,https://fbref.com/en/players/d9565625/matchlogs/2024/passing_types/Diogo-Dalot-Match-Logs
92,Mikkel Damsgaard,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,24-008,2000,0.4,14,14,1,0,0,0,0,0,0,0,0,0,10,0,0,https://fbref.com/en/players/215f3907/matchlogs/2024/passing_types/Mikkel-Damsgaard-Match-Logs
93,Kevin Danso,https://fbref.com/en/players/6e33125f/Kevin-Danso,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,25-296,1998,2.4,169,163,6,0,0,5,1,0,0,0,0,0,147,2,1,https://fbref.com/en/players/6e33125f/matchlogs/2024/passing_types/Kevin-Danso-Match-Logs
94,Márton Dárdai,https://fbref.com/en/players/41bff4fa/Marton-Dardai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,22-150,2002,1.9,95,83,10,0,0,3,3,0,0,0,0,0,66,2,6,https://fbref.com/en/players/41bff4fa/matchlogs/2024/passing_types/Marton-Dardai-Match-Logs
95,Matteo Darmian,https://fbref.com/en/players/96e0490d/Matteo-Darmian,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,34-222,1989,1.8,107,98,9,0,0,1,1,0,0,0,0,0,97,2,8,https://fbref.com/en/players/96e0490d/matchlogs/2024/passing_types/Matteo-Darmian-Match-Logs
96,Zuriko Davitashvili,https://fbref.com/en/players/88b4d2e3/Zuriko-Davitashvili,"FW,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-147,2001,1.3,37,36,1,0,0,1,1,0,0,0,0,0,33,0,1,https://fbref.com/en/players/88b4d2e3/matchlogs/2024/passing_types/Zuriko-Davitashvili-Match-Logs
97,Paweł Dawidowicz,https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-052,1995,2.0,79,75,4,0,0,2,1,0,0,0,0,0,74,0,0,https://fbref.com/en/players/16bb656a/matchlogs/2024/passing_types/Pawel-Dawidowicz-Match-Logs
98,Kevin De Bruyne,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,33-013,1991,4.0,227,189,37,7,1,9,7,1,4,164,20,5,7,21,3,https://fbref.com/en/players/e46012d4/matchlogs/2024/passing_types/Kevin-De-Bruyne-Match-Logs
99,Charles De Ketelaere,https://fbref.com/en/players/2ef7c612/Charles-De-Ketelaere,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,23-123,2001,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2ef7c612/matchlogs/2024/passing_types/Charles-De-Ketelaere-Match-Logs
100,Zeno Debast,https://fbref.com/en/players/064461b7/Zeno-Debast,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,20-261,2003,1.2,109,102,6,0,0,1,1,0,0,0,0,1,97,5,1,https://fbref.com/en/players/064461b7/matchlogs/2024/passing_types/Zeno-Debast-Match-Logs
101,Thomas Delaney,https://fbref.com/en/players/fe641c1a/Thomas-Delaney,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,32-312,1991,0.9,35,35,1,0,0,0,0,0,0,0,0,0,22,0,0,https://fbref.com/en/players/fe641c1a/matchlogs/2024/passing_types/Thomas-Delaney-Match-Logs
102,Ousmane Dembélé,https://fbref.com/en/players/b19db005/Ousmane-Dembele,"FW,MF",fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,27-057,1997,4.0,176,154,22,0,0,4,2,9,8,119,16,2,3,36,1,https://fbref.com/en/players/b19db005/matchlogs/2024/passing_types/Ousmane-Dembele-Match-Logs
103,Merih Demiral,https://fbref.com/en/players/e3cceee6/Merih-Demiral,DF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-128,1998,2.3,94,86,8,0,0,6,2,0,0,0,0,0,82,0,0,https://fbref.com/en/players/e3cceee6/matchlogs/2024/passing_types/Merih-Demiral-Match-Logs
104,Giovanni Di Lorenzo,https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo,"DF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,30-342,1993,4.0,323,275,48,0,0,13,2,0,0,0,0,3,285,35,2,https://fbref.com/en/players/230a2fac/matchlogs/2024/passing_types/Giovanni-Di-Lorenzo-Match-Logs
105,Rúben Dias,https://fbref.com/en/players/31c69ef1/Ruben-Dias,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-058,1997,4.7,411,396,14,0,0,10,3,0,0,0,0,0,382,1,1,https://fbref.com/en/players/31c69ef1/matchlogs/2024/passing_types/Ruben-Dias-Match-Logs
106,Federico Dimarco,https://fbref.com/en/players/970b8574/Federico-Dimarco,"DF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,26-244,1997,2.5,125,100,23,0,0,2,1,7,2,99,2,6,2,15,12,https://fbref.com/en/players/970b8574/matchlogs/2024/passing_types/Federico-Dimarco-Match-Logs
107,Berat Djimsiti,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,31-143,1993,3.0,144,140,3,0,0,3,1,0,0,0,0,0,127,0,1,https://fbref.com/en/players/6eee05f1/matchlogs/2024/passing_types/Berat-Djimsiti-Match-Logs
108,Jeremy Doku,https://fbref.com/en/players/fffea3e5/Jeremy-Doku,"FW,MF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-045,2002,3.6,113,108,4,0,0,1,2,0,0,0,6,1,89,4,8,https://fbref.com/en/players/fffea3e5/matchlogs/2024/passing_types/Jeremy-Doku-Match-Logs
109,Kasper Dolberg,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,26-279,1997,0.4,10,10,1,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/cc83b74d/matchlogs/2024/passing_types/Kasper-Dolberg-Match-Logs
110,Gianluigi Donnarumma,https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma,GK,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-137,1999,4.0,102,81,21,0,0,5,0,0,0,0,0,0,87,0,0,https://fbref.com/en/players/08f5afaa/matchlogs/2024/passing_types/Gianluigi-Donnarumma-Match-Logs
111,David Doudera,https://fbref.com/en/players/e95b4604/David-Doudera,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,26-041,1998,1.0,24,23,1,0,0,1,1,0,0,0,0,0,18,0,0,https://fbref.com/en/players/e95b4604/matchlogs/2024/passing_types/David-Doudera-Match-Logs
112,Artem Dovbyk,https://fbref.com/en/players/5b847bb0/Artem-Dovbyk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-020,1997,2.7,34,28,6,0,0,1,2,0,0,0,0,0,27,0,0,https://fbref.com/en/players/5b847bb0/matchlogs/2024/passing_types/Artem-Dovbyk-Match-Logs
113,Denis Drăguș,https://fbref.com/en/players/0e490f6e/Denis-Dragus,FW,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-005,1999,3.2,54,51,3,0,0,1,1,0,0,0,0,0,35,0,0,https://fbref.com/en/players/0e490f6e/matchlogs/2024/passing_types/Denis-Dragus-Match-Logs
114,Radu Drăgușin,https://fbref.com/en/players/620922ed/Radu-Dragusin,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,22-159,2002,4.0,106,97,9,0,0,7,1,0,0,0,0,0,90,2,1,https://fbref.com/en/players/620922ed/matchlogs/2024/passing_types/Radu-Dragusin-Match-Logs
115,Vanja Drkušič,https://fbref.com/en/players/e2e816b9/Vanja-Drkusic,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,24-255,1999,4.3,109,105,4,0,0,4,1,0,0,0,0,0,84,1,1,https://fbref.com/en/players/e2e816b9/matchlogs/2024/passing_types/Vanja-Drkusic-Match-Logs
116,Kwadwo Duah,https://fbref.com/en/players/66089708/Kwadwo-Duah,FW,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-138,1997,1.2,25,23,2,0,0,1,0,0,0,0,0,0,13,0,0,https://fbref.com/en/players/66089708/matchlogs/2024/passing_types/Kwadwo-Duah-Match-Logs
117,Martin Dúbravka,https://fbref.com/en/players/3a949a25/Martin-Dubravka,GK,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,35-178,1989,4.3,162,122,39,0,0,16,1,0,0,0,0,0,108,0,0,https://fbref.com/en/players/3a949a25/matchlogs/2024/passing_types/Martin-Dubravka-Match-Logs
118,Ondrej Duda,https://fbref.com/en/players/79ca3e23/Ondrej-Duda,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-219,1994,3.5,170,162,8,0,0,3,1,0,0,138,4,4,1,5,9,https://fbref.com/en/players/79ca3e23/matchlogs/2024/passing_types/Ondrej-Duda-Match-Logs
119,Denzel Dumfries,https://fbref.com/en/players/481c9ece/Denzel-Dumfries,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,28-084,1996,5.0,271,219,51,0,0,2,18,0,0,0,0,8,220,1,51,https://fbref.com/en/players/481c9ece/matchlogs/2024/passing_types/Denzel-Dumfries-Match-Logs
120,Dávid Ďuriš,https://fbref.com/en/players/5e0a43de/David-Duris,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,25-111,1999,0.3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/5e0a43de/matchlogs/2024/passing_types/David-Duris-Match-Logs
121,Lasha Dvali,https://fbref.com/en/players/303636d2/Lasha-Dvali,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-058,1995,4.0,132,127,5,0,0,5,1,0,0,0,0,0,115,0,0,https://fbref.com/en/players/303636d2/matchlogs/2024/passing_types/Lasha-Dvali-Match-Logs
122,Timi Elšnik,https://fbref.com/en/players/66f040ff/Timi-Elsnik,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,26-073,1998,4.0,117,115,2,0,0,2,4,0,0,0,0,0,87,0,2,https://fbref.com/en/players/66f040ff/matchlogs/2024/passing_types/Timi-Elsnik-Match-Logs
123,Breel Embolo,https://fbref.com/en/players/0b4f388a/Breel-Embolo,FW,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-148,1997,3.3,46,44,2,0,0,2,1,0,0,0,0,0,39,0,1,https://fbref.com/en/players/0b4f388a/matchlogs/2024/passing_types/Breel-Embolo-Match-Logs
124,Christian Eriksen,https://fbref.com/en/players/980522ec/Christian-Eriksen,"MF,FW",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,32-148,1992,3.9,215,179,36,0,5,9,1,3,9,159,26,1,11,32,4,https://fbref.com/en/players/980522ec/matchlogs/2024/passing_types/Christian-Eriksen-Match-Logs
125,Eberechi Eze,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze,"DF,MF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-012,1998,1.1,40,37,3,0,0,1,5,0,0,30,0,1,1,1,2,https://fbref.com/en/players/ae4fc6a4/matchlogs/2024/passing_types/Eberechi-Eze-Match-Logs
126,Wout Faes,https://fbref.com/en/players/9c221d14/Wout-Faes,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-099,1998,4.0,290,277,12,0,0,5,2,0,0,0,0,1,255,1,1,https://fbref.com/en/players/9c221d14/matchlogs/2024/passing_types/Wout-Faes-Match-Logs
127,Nicolò Fagioli,https://fbref.com/en/players/366be751/Nicolo-Fagioli,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,23-150,2001,1.1,104,97,7,0,0,2,1,0,0,87,0,1,2,3,4,https://fbref.com/en/players/366be751/matchlogs/2024/passing_types/Nicolo-Fagioli-Match-Logs
128,João Félix,https://fbref.com/en/players/8aafd64f/Joao-Felix,"MF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-244,1999,1.2,77,70,6,0,0,1,1,0,1,67,1,4,1,1,7,https://fbref.com/en/players/8aafd64f/matchlogs/2024/passing_types/Joao-Felix-Match-Logs
129,Bruno Fernandes,https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-307,1994,4.2,297,267,27,0,5,7,3,3,1,221,4,17,8,32,2,https://fbref.com/en/players/507c7bdf/matchlogs/2024/passing_types/Bruno-Fernandes-Match-Logs
130,Attila Fiola,https://fbref.com/en/players/bb17ccd0/Attila-Fiola,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-145,1990,2.0,73,67,6,0,0,2,1,0,0,0,0,0,57,1,4,https://fbref.com/en/players/bb17ccd0/matchlogs/2024/passing_types/Attila-Fiola-Match-Logs
131,Phil Foden,https://fbref.com/en/players/ed1e53f3/Phil-Foden,"FW,MF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,24-044,2000,5.9,348,323,22,0,0,10,2,3,3,294,4,7,3,3,25,https://fbref.com/en/players/ed1e53f3/matchlogs/2024/passing_types/Phil-Foden-Match-Logs
132,Youssouf Fofana,https://fbref.com/en/players/822d51d7/Youssouf-Fofana,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-183,1999,0.5,29,29,1,0,0,0,0,0,0,0,0,0,25,0,0,https://fbref.com/en/players/822d51d7/matchlogs/2024/passing_types/Youssouf-Fofana-Match-Logs
133,Michael Folorunsho,https://fbref.com/en/players/c391a179/Michael-Folorunsho,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,26-155,1998,2,,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c391a179/matchlogs/2024/passing_types/Michael-Folorunsho-Match-Logs
134,Przemysław Frankowski,https://fbref.com/en/players/00a8d210/Przemyslaw-Frankowski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-090,1995,3.0,125,113,12,0,0,1,1,0,0,0,9,11,92,7,1,https://fbref.com/en/players/00a8d210/matchlogs/2024/passing_types/Przemyslaw-Frankowski-Match-Logs
135,Davide Frattesi,https://fbref.com/en/players/2a7d27c1/Davide-Frattesi,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,24-263,1999,2.1,60,60,2,0,0,6,0,0,0,0,0,0,44,0,0,https://fbref.com/en/players/2a7d27c1/matchlogs/2024/passing_types/Davide-Frattesi-Match-Logs
136,Remo Freuler,https://fbref.com/en/players/98d2c2c4/Remo-Freuler,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-087,1992,5.1,233,225,8,0,0,4,2,0,0,0,0,0,204,0,5,https://fbref.com/en/players/98d2c2c4/matchlogs/2024/passing_types/Remo-Freuler-Match-Logs
137,Jeremie Frimpong,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-214,2000,1.0,25,25,1,0,0,0,0,0,0,0,0,0,21,0,0,https://fbref.com/en/players/74f2e748/matchlogs/2024/passing_types/Jeremie-Frimpong-Match-Logs
138,Chris Führich,https://fbref.com/en/players/0cf778df/Chris-Fuhrich,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,26-184,1998,0.2,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0,https://fbref.com/en/players/0cf778df/matchlogs/2024/passing_types/Chris-Fuhrich-Match-Logs
139,Niclas Füllkrug,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,31-153,1993,1.8,37,35,1,0,0,1,0,0,0,0,0,0,25,0,0,https://fbref.com/en/players/4f16405e/matchlogs/2024/passing_types/Niclas-Fullkrug-Match-Logs
140,Mijat Gaćinović,https://fbref.com/en/players/16daec92/Mijat-Gacinovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-154,1995,0.5,24,20,4,0,0,3,4,0,0,0,0,0,16,0,0,https://fbref.com/en/players/16daec92/matchlogs/2024/passing_types/Mijat-Gacinovic-Match-Logs
141,Cody Gakpo,https://fbref.com/en/players/1971591f/Cody-Gakpo,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-065,1999,5.8,133,128,4,0,0,1,1,0,0,0,4,1,93,3,22,https://fbref.com/en/players/1971591f/matchlogs/2024/passing_types/Cody-Gakpo-Match-Logs
142,Conor Gallagher,https://fbref.com/en/players/c2731c10/Conor-Gallagher,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,24-156,2000,1.3,51,51,0,0,0,0,0,0,0,0,0,0,45,0,0,https://fbref.com/en/players/c2731c10/matchlogs/2024/passing_types/Conor-Gallagher-Match-Logs
143,Dániel Gazdag,https://fbref.com/en/players/527d0e31/Daniel-Gazdag,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,28-131,1996,3,,3,0,0.0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/527d0e31/matchlogs/2024/passing_types/Daniel-Gazdag-Match-Logs
144,Lutsharel Geertruida,https://fbref.com/en/players/242e1043/Lutsharel-Geertruida,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-359,2000,1.2,81,71,10,0,0,1,1,0,0,0,0,0,74,0,9,https://fbref.com/en/players/242e1043/matchlogs/2024/passing_types/Lutsharel-Geertruida-Match-Logs
145,Billy Gilmour,https://fbref.com/en/players/df10e27c/Billy-Gilmour,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,23-030,2001,2.0,113,108,4,0,0,3,4,0,0,0,0,0,95,2,1,https://fbref.com/en/players/df10e27c/matchlogs/2024/passing_types/Billy-Gilmour-Match-Logs
146,Olivier Giroud,https://fbref.com/en/players/16ceb862/Olivier-Giroud,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,37-285,1986,0.7,13,12,1,0,0,1,0,0,0,0,0,0,8,0,0,https://fbref.com/en/players/16ceb862/matchlogs/2024/passing_types/Olivier-Giroud-Match-Logs
147,Klaus Gjasula,https://fbref.com/en/players/431c837b/Klaus-Gjasula,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,34-210,1989,0.2,11,11,1,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/431c837b/matchlogs/2024/passing_types/Klaus-Gjasula-Match-Logs
148,Adam Gnezda Čerin,https://fbref.com/en/players/fe192f45/Adam-Gnezda-Cerin,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,24-361,1999,4.3,164,143,20,0,0,8,1,0,0,127,1,4,2,12,10,https://fbref.com/en/players/fe192f45/matchlogs/2024/passing_types/Adam-Gnezda-Cerin-Match-Logs
149,Anthony Gordon,https://fbref.com/en/players/2bd83368/Anthony-Gordon,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-138,2001,3,1,2,1,0.0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/2bd83368/matchlogs/2024/passing_types/Anthony-Gordon-Match-Logs
150,Jon Gorenc Stanković,https://fbref.com/en/players/9c74fa25/Jon-Gorenc-Stankovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-179,1996,1.0,23,21,2,0,0,0,0,0,0,0,0,0,16,0,0,https://fbref.com/en/players/9c74fa25/matchlogs/2024/passing_types/Jon-Gorenc-Stankovic-Match-Logs
151,Michael Gregoritsch,https://fbref.com/en/players/8e235926/Michael-Gregoritsch,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-084,1994,1.4,32,29,2,0,0,1,1,0,0,0,0,0,23,0,0,https://fbref.com/en/players/8e235926/matchlogs/2024/passing_types/Michael-Gregoritsch-Match-Logs
152,Antoine Griezmann,https://fbref.com/en/players/df69b544/Antoine-Griezmann,"MF,FW",fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-112,1991,4.4,194,164,30,0,0,12,1,3,4,151,16,1,7,27,3,https://fbref.com/en/players/df69b544/matchlogs/2024/passing_types/Antoine-Griezmann-Match-Logs
153,Florian Grillitsch,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch,MF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-339,1995,2.2,162,158,4,0,0,3,1,0,0,0,2,1,135,2,1,https://fbref.com/en/players/ffbbc83b/matchlogs/2024/passing_types/Florian-Grillitsch-Match-Logs
154,Álex Grimaldo,https://fbref.com/en/players/b1f4086c/Alex-Grimaldo,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-295,1995,1.3,102,90,12,0,0,1,16,0,0,88,0,2,3,6,5,https://fbref.com/en/players/b1f4086c/matchlogs/2024/passing_types/Alex-Grimaldo-Match-Logs
155,Pascal Groß,https://fbref.com/en/players/8aec0537/Pascal-Gross,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-026,1991,0.5,69,68,1,0,0,1,0,0,0,0,0,0,65,0,0,https://fbref.com/en/players/8aec0537/matchlogs/2024/passing_types/Pascal-Gross-Match-Logs
156,Kamil Grosicki,https://fbref.com/en/players/81d8091f/Kamil-Grosicki,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,36-033,1988,0.2,5,4,1,0,0,2,1,0,0,0,0,0,1,0,1,https://fbref.com/en/players/81d8091f/matchlogs/2024/passing_types/Kamil-Grosicki-Match-Logs
157,Nemanja Gudelj,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-238,1991,1.0,64,60,4,0,0,4,1,0,0,0,0,0,61,0,0,https://fbref.com/en/players/0076ab7f/matchlogs/2024/passing_types/Nemanja-Gudelj-Match-Logs
158,Marc Guéhi,https://fbref.com/en/players/d0706b27/Marc-Guehi,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-364,2000,5.3,423,413,10,0,0,10,2,0,0,0,0,0,397,0,1,https://fbref.com/en/players/d0706b27/matchlogs/2024/passing_types/Marc-Guehi-Match-Logs
